"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","general","DAILY","general","0.72","False","True","False","803","为什么良好的睡眠会影响第二天的注意力？","Semantic router selected DAILY with score 0.59, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"12","GENERAL","general","CODING","coding","0.72","False","True","False","713","请说明开源软件通常是怎样运作的。","Semantic router selected CODING with score 0.6, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"13","GENERAL","general","GENERAL","general","0.75","False","True","True","805","给一个刚进入大学的新生三条适应建议。","Semantic router selected GENERAL with score 0.65, margin 0.08 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"14","GENERAL","general","GENERAL","general","0.69","False","True","True","893","太阳能和风能分别适合什么样的使用场景？","Semantic router selected GENERAL with score 0.53, margin 0.02 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"15","GENERAL","general","GENERAL","general","0.74","False","True","True","736","为什么同一件事情会被不同的人理解成不同含义？","Semantic router selected GENERAL with score 0.63, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"16","GENERAL","general","GENERAL","general","0.71","False","True","True","819","请梳理一次有效沟通通常包含哪些环节。","Semantic router selected GENERAL with score 0.58, margin 0.03 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"17","GENERAL","general","GENERAL","general","0.75","False","True","True","828","面对两个都不错的选择时，可以怎样做决定？","Semantic router selected GENERAL with score 0.66, margin 0.07 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"18","GENERAL","general","GENERAL","general","0.75","False","True","True","691","用一个生活中的例子解释什么叫机会成本。","Semantic router selected GENERAL with score 0.62, margin 0.1 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"19","GENERAL","general","GENERAL","general","0.7","False","True","True","774","请客观评价短视频对知识获取的影响。","Semantic router selected GENERAL with score 0.53, margin 0.05 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"20","GENERAL","general","DAILY","general","0.71","False","True","False","751","如果只能保留一个好习惯，你认为哪个最值得保留？","Semantic router selected DAILY with score 0.55, margin 0.05 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"21","DAILY","general","DAILY","general","0.87","False","True","True","674","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","Semantic router selected DAILY with score 0.83, margin 0.26 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"22","DAILY","general","DAILY","general","0.76","False","True","True","777","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","Semantic router selected DAILY with score 0.66, margin 0.09 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"23","DAILY","general","DAILY","general","0.79","False","True","True","796","我总是在睡前刷手机到很晚，怎样逐步调整作息？","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"24","DAILY","general","DAILY","general","0.84","False","True","True","783","下周要考试，但我每天只有两个小时空闲，该如何分配？","Semantic router selected DAILY with score 0.79, margin 0.23 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"25","DAILY","general","DAILY","general","0.83","False","True","True","746","请为我设计一个不超过三十分钟的晨间流程。","Semantic router selected DAILY with score 0.77, margin 0.21 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"26","DAILY","general","DAILY","general","0.78","False","True","True","691","我今晚需要读书、运动和整理房间，先做什么更合适？","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"27","DAILY","general","DAILY","general","0.76","False","True","True","770","怎样在一周内养成每天喝足够水的习惯？","Semantic router selected DAILY with score 0.63, margin 0.14 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"28","DAILY","general","DAILY","general","0.82","False","True","True","771","周末想兼顾休息和复习，请给出一个轻松的安排。","Semantic router selected DAILY with score 0.76, margin 0.17 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"29","DAILY","general","DAILY","general","0.87","False","True","True","760","我容易忘记交作业，有什么简单的提醒办法？","Semantic router selected DAILY with score 0.83, margin 0.27 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"30","DAILY","general","DAILY","general","0.78","False","True","True","770","请把“准备面试”拆成未来五天每天可以完成的小目标。","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"31","DAILY","general","DAILY","general","0.82","False","True","True","798","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","Semantic router selected DAILY with score 0.74, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"32","DAILY","general","DAILY","general","0.76","False","True","True","740","帮我制定一份宿舍大扫除的执行顺序。","Semantic router selected DAILY with score 0.67, margin 0.08 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"33","DAILY","general","DAILY","general","0.8","False","True","True","745","我每天通勤四十分钟，可以怎样利用这段时间？","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"34","DAILY","general","DAILY","general","0.83","False","True","True","780","明天下午两点有会议，请安排我之前需要完成的准备事项。","Semantic router selected DAILY with score 0.8, margin 0.16 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"35","DAILY","general","DAILY","general","0.82","False","True","True","963","怎样减少拖延，同时又不把一天安排得太紧张？","Semantic router selected DAILY with score 0.74, margin 0.19 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"36","DAILY","general","DAILY","general","0.78","False","True","True","721","请给我一份外出旅行前一天的检查清单。","Semantic router selected DAILY with score 0.71, margin 0.09 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"37","DAILY","general","DAILY","general","0.75","False","True","True","753","我想坚持每晚阅读二十分钟，应该如何开始？","Semantic router selected DAILY with score 0.62, margin 0.1 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"38","DAILY","general","DAILY","general","0.78","False","True","True","774","这周任务很多，如何区分必须完成和可以推迟的事情？","Semantic router selected DAILY with score 0.69, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"39","DAILY","general","DAILY","general","0.84","False","True","True","892","帮我安排一次持续七天的早起尝试。","Semantic router selected DAILY with score 0.82, margin 0.17 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"40","DAILY","general","DAILY","general","0.78","False","True","True","818","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","Semantic router selected DAILY with score 0.7, margin 0.1 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"41","LITERARY","literary","LITERARY","literary","0.72","False","True","True","819","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","Semantic router selected LITERARY with score 0.56, margin 0.09 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"42","LITERARY","literary","LITERARY","literary","0.75","False","True","True","814","请为一个发生在雨夜车站的故事设计开头。","Semantic router selected LITERARY with score 0.63, margin 0.1 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"43","LITERARY","literary","LITERARY","literary","0.78","False","True","True","782","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","Semantic router selected LITERARY with score 0.71, margin 0.11 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"44","LITERARY","literary","LITERARY","literary","0.72","False","True","True","743","写四行文字表达离别，但不要直接出现“离开”二字。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"45","LITERARY","literary","LITERARY","literary","0.7","False","True","True","841","为一间临河的小书店取一个富有意境的名字。","Semantic router selected LITERARY with score 0.51, margin 0.08 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"46","LITERARY","literary","LITERARY","literary","0.72","False","True","True","742","分析《老人与海》中主人公面对失败时的态度。","Semantic router selected LITERARY with score 0.56, margin 0.09 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"47","LITERARY","literary","GENERAL","general","0","True","False","False","742","让“她走进空房间”这句话带上一种悬疑感。","No routing signals were found. Using fallback model.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"48","LITERARY","literary","GENERAL","general","0.68","False","True","False","709","请以第一人称描述多年后回到故乡的感受。","Semantic router selected GENERAL with score 0.5, margin 0.03 and confidence 0.68; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"49","LITERARY","literary","LITERARY","literary","0.73","False","True","True","808","为校园故事设计两个性格互补的主要人物。","Semantic router selected LITERARY with score 0.58, margin 0.09 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"50","LITERARY","literary","GENERAL","general","0","True","False","False","852","怎样让一个反派角色显得真实而不是单纯邪恶？","No routing signals were found. Using fallback model.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"51","LITERARY","literary","LITERARY","literary","0.71","False","True","True","737","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","Semantic router selected LITERARY with score 0.57, margin 0.05 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"52","LITERARY","literary","LITERARY","literary","0.7","False","True","True","712","用克制的语气写一段收到坏消息后的心理活动。","Semantic router selected LITERARY with score 0.55, margin 0.03 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"53","LITERARY","literary","LITERARY","literary","0.83","False","True","True","703","为科幻故事构思一个出人意料但合理的结局。","Semantic router selected LITERARY with score 0.75, margin 0.23 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"54","LITERARY","literary","LITERARY","literary","0.73","False","True","True","707","将“今天下雨了，我没有出门”改得更具氛围感。","Semantic router selected LITERARY with score 0.62, margin 0.03 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"55","LITERARY","literary","GENERAL","general","0","True","False","False","761","解释一个故事采用倒叙开场可能产生什么效果。","No routing signals were found. Using fallback model.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"56","LITERARY","literary","LITERARY","literary","0.76","False","True","True","702","请写一段适合作为咖啡店海报标题的短句。","Semantic router selected LITERARY with score 0.65, margin 0.12 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"57","LITERARY","literary","LITERARY","literary","0.72","False","True","True","682","比较热烈表达和留白表达在情感描写中的差异。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"58","LITERARY","literary","LITERARY","literary","0.75","False","True","True","586","给一篇关于童年夏天的文章拟三个标题。","Semantic router selected LITERARY with score 0.58, margin 0.16 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"59","LITERARY","literary","GENERAL","general","0","True","False","False","694","以“最后一班车已经开走”为首句继续写一小段。","No routing signals were found. Using fallback model.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"60","LITERARY","literary","GENERAL","general","0","True","False","False","718","分析一个角色反复看表这一细节可以暗示什么。","No routing signals were found. Using fallback model.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"61","CODING","coding","CODING","coding","0.73","False","True","True","737","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","Semantic router selected CODING with score 0.6, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"62","CODING","coding","CODING","coding","0.83","False","True","True","695","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","Semantic router selected CODING with score 0.75, margin 0.22 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"63","CODING","coding","CODING","coding","0.77","False","True","True","707","设计一个接口，使客户端可以分页查询历史消息。","Semantic router selected CODING with score 0.67, margin 0.13 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"64","CODING","coding","CODING","coding","0.73","False","True","True","684","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","Semantic router selected CODING with score 0.6, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"65","CODING","coding","CODING","coding","0.85","False","True","True","601","一个查询在数据量变大后越来越慢，应该怎样排查？","Semantic router selected CODING with score 0.8, margin 0.24 and confidence 0.85; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"66","CODING","coding","CODING","coding","0.75","False","True","True","609","请解释依赖注入为什么有利于单元测试。","Semantic router selected CODING with score 0.63, margin 0.09 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"67","CODING","coding","CODING","coding","0.7","False","True","True","608","怎样让文件路径校验避免用户访问授权目录之外的位置？","Semantic router selected CODING with score 0.53, margin 0.05 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"68","CODING","coding","CODING","coding","0.8","False","True","True","713","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","Semantic router selected CODING with score 0.72, margin 0.17 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"69","CODING","coding","CODING","coding","0.73","False","True","True","592","如何设计可回滚的文件修改操作？","Semantic router selected CODING with score 0.62, margin 0.03 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"70","CODING","coding","DAILY","general","0.71","False","True","False","710","请给出一个适合存储聊天消息的表结构。","Semantic router selected DAILY with score 0.59, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"71","CODING","coding","GENERAL","general","0","True","False","False","723","为什么在循环中频繁拼接字符串可能影响性能？","No routing signals were found. Using fallback model.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"72","CODING","coding","CODING","coding","0.81","False","True","True","702","如果第三方接口响应很慢，后端应当设置哪些保护措施？","Semantic router selected CODING with score 0.71, margin 0.19 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"73","CODING","coding","CODING","coding","0.78","False","True","True","623","怎样测试控制器在请求参数为空时返回正确的错误信息？","Semantic router selected CODING with score 0.65, margin 0.17 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"74","CODING","coding","CODING","coding","0.7","False","True","True","639","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","Semantic router selected CODING with score 0.55, margin 0.03 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"75","CODING","coding","GENERAL","general","0","True","False","False","699","请说明乐观锁和悲观锁分别适合什么场景。","No routing signals were found. Using fallback model.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"76","CODING","coding","CODING","coding","0.75","False","True","True","644","如何把模型供应商的不同调用协议封装成可扩展结构？","Semantic router selected CODING with score 0.6, margin 0.15 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
"77","CODING","coding","CODING","coding","0.74","False","True","True","525","程序读取中文文件后出现乱码，应该检查哪些编码设置？","Semantic router selected CODING with score 0.59, margin 0.11 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","c8520ea2-7869-4924-9a65-dfef89021bad","False","f3a3904c-3aa7-44fd-badc-bb99b224420f"
"78","CODING","coding","GENERAL","general","0","True","False","False","584","为什么把密钥直接返回给前端是危险的？","No routing signals were found. Using fallback model.","","localhost","70fd3252-7444-47b8-bfc0-f43b8eb81124","False","05335508-8419-4161-9de8-81f6bce326b1"
"79","CODING","coding","CODING","coding","0.72","False","True","True","675","设计一个策略，让主路由失败后自动切换到备用方式。","Semantic router selected CODING with score 0.59, margin 0.05 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","6e9eaced-793d-4ecc-af96-8a799337c371","False","c1d98fd7-d002-4aa8-bf6b-bf35589c8203"
"80","CODING","coding","CODING","coding","0.72","False","True","True","672","怎样为一个需要审批后才能执行的操作设计状态流转？","Semantic router selected CODING with score 0.59, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","10e36238-ebfa-4b1f-bb7a-7ebeb8576f3f","False","187f432c-56aa-4fcb-bcc0-8121eafc734f"
"81","MATH","math","MATH","math","0.7","False","True","True","576","连续抛三次硬币，恰好两次正面朝上的可能性是多少？","Semantic router selected MATH with score 0.52, margin 0.05 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","56f96b77-3e63-4d4a-96eb-8fe99cf20cc0","False","9fbe14fb-0b76-4d49-8291-114e394e8e74"
"82","MATH","math","GENERAL","general","0","True","False","False","603","一个商品先涨价百分之二十再降价百分之二十，最终价格如何变化？","No routing signals were found. Using fallback model.","","localhost","1c6c6a28-51bf-42c5-a87d-597d50dd8b42","False","bc9d4fd1-692f-4a96-bc28-fdf5415ee9ab"
