"Id","ExpectedTask","TopTask","TopTarget","TopSemanticScore","TopKeywordScore","TopFinalScore","SecondTask","SecondFinalScore","Margin","Status","ReasonCode","TopPassed","AcceptedAndPassed","LatencyMs","Question","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","GENERAL","general","0.599499367454115","1","0.659574462335998","DAILY","0.590517436451391","0.0690570258846067","ROUTED","ACCEPTED","True","True","911","为什么良好的睡眠会影响第二天的注意力？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"12","GENERAL","CODING","coding","0.598852383209591","0","0.598852383209591","GENERAL","0.590059750117923","0.00879263309166722","ROUTED","ACCEPTED","False","False","836","请说明开源软件通常是怎样运作的。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"13","GENERAL","GENERAL","general","0.588488928225427","1","0.650215588991613","DAILY","0.572938950673368","0.0772766383182449","ROUTED","ACCEPTED","True","True","828","给一个刚进入大学的新生三条适应建议。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"14","GENERAL","GENERAL","general","0.529541849757999","0","0.529541849757999","DAILY","0.505449080852461","0.0240927689055381","ROUTED","ACCEPTED","True","True","916","太阳能和风能分别适合什么样的使用场景？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"15","GENERAL","GENERAL","general","0.627522801805896","1","0.683394381535012","LITERARY","0.560137493616718","0.123256887918294","ROUTED","ACCEPTED","True","True","651","为什么同一件事情会被不同的人理解成不同含义？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"16","GENERAL","GENERAL","general","0.577684570116974","0","0.577684570116974","DAILY","0.548701715982045","0.0289828541349284","ROUTED","ACCEPTED","True","True","714","请梳理一次有效沟通通常包含哪些环节。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"17","GENERAL","GENERAL","general","0.660106590493281","0","0.660106590493281","DAILY","0.593600178941929","0.0665064115513518","ROUTED","ACCEPTED","True","True","831","面对两个都不错的选择时，可以怎样做决定？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"18","GENERAL","GENERAL","general","0.555497024010961","1","0.622172470409317","MATH","0.574409676521821","0.0477627938874958","ROUTED","ACCEPTED","True","True","649","用一个生活中的例子解释什么叫机会成本。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"19","GENERAL","GENERAL","general","0.570665359902408","0","0.570665359902408","LITERARY","0.544675387692021","0.0259899722103871","ROUTED","ACCEPTED","True","True","1001","请客观评价短视频对知识获取的影响。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"20","GENERAL","DAILY","general","0.558116372796102","0","0.558116372796102","LITERARY","0.526276324723162","0.0318400480729402","ROUTED","ACCEPTED","False","False","706","如果只能保留一个好习惯，你认为哪个最值得保留？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"21","DAILY","DAILY","general","0.82988782032725","0","0.82988782032725","CODING","0.599435099867161","0.230452720460089","ROUTED","ACCEPTED","True","True","731","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"22","DAILY","DAILY","general","0.676524657827044","0","0.676524657827044","GENERAL","0.565862552032617","0.110662105794427","ROUTED","ACCEPTED","True","True","765","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"23","DAILY","DAILY","general","0.70793172575046","0","0.70793172575046","CODING","0.604994618232615","0.102937107517846","ROUTED","ACCEPTED","True","True","755","我总是在睡前刷手机到很晚，怎样逐步调整作息？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"24","DAILY","DAILY","general","0.789143597502465","0","0.789143597502465","GENERAL","0.580618664708158","0.208524932794307","ROUTED","ACCEPTED","True","True","875","下周要考试，但我每天只有两个小时空闲，该如何分配？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"25","DAILY","DAILY","general","0.765628271328603","0","0.765628271328603","LITERARY","0.581079008701307","0.184549262627296","ROUTED","ACCEPTED","True","True","687","请为我设计一个不超过三十分钟的晨间流程。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"26","DAILY","DAILY","general","0.700273718690887","0","0.700273718690887","GENERAL","0.582597703574139","0.117676015116748","ROUTED","ACCEPTED","True","True","987","我今晚需要读书、运动和整理房间，先做什么更合适？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"27","DAILY","DAILY","general","0.697894080497049","0","0.697894080497049","GENERAL","0.53884436045234","0.159049720044709","ROUTED","ACCEPTED","True","True","811","怎样在一周内养成每天喝足够水的习惯？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"28","DAILY","DAILY","general","0.822835467756032","0","0.822835467756032","GENERAL","0.642597503893697","0.180237963862335","ROUTED","ACCEPTED","True","True","880","周末想兼顾休息和复习，请给出一个轻松的安排。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"29","DAILY","DAILY","general","0.796278546101316","1","0.826836764186119","CODING","0.579603329478372","0.247233434707747","ROUTED","ACCEPTED","True","True","829","我容易忘记交作业，有什么简单的提醒办法？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"30","DAILY","DAILY","general","0.702013520478753","0","0.702013520478753","CODING","0.581687149366536","0.120326371112217","ROUTED","ACCEPTED","True","True","937","请把“准备面试”拆成未来五天每天可以完成的小目标。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"31","DAILY","DAILY","general","0.742910548915268","0","0.742910548915268","GENERAL","0.566438525958619","0.17647202295665","ROUTED","ACCEPTED","True","True","801","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"32","DAILY","DAILY","general","0.750019098989275","0","0.750019098989275","GENERAL","0.586828863335385","0.163190235653891","ROUTED","ACCEPTED","True","True","966","帮我制定一份宿舍大扫除的执行顺序。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"33","DAILY","DAILY","general","0.706783371280882","0","0.706783371280882","GENERAL","0.547738671734219","0.159044699546663","ROUTED","ACCEPTED","True","True","961","我每天通勤四十分钟，可以怎样利用这段时间？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"34","DAILY","DAILY","general","0.791214236947024","0","0.791214236947024","GENERAL","0.734953644804807","0.0562605921422172","ROUTED","ACCEPTED","True","True","785","明天下午两点有会议，请安排我之前需要完成的准备事项。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"35","DAILY","DAILY","general","0.737561738083956","0","0.737561738083956","GENERAL","0.622158643740898","0.115403094343058","ROUTED","ACCEPTED","True","True","758","怎样减少拖延，同时又不把一天安排得太紧张？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"36","DAILY","DAILY","general","0.945460017416056","0","0.945460017416056","GENERAL","0.620370116875143","0.325089900540913","ROUTED","ACCEPTED","True","True","912","请给我一份外出旅行前一天的检查清单。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"37","DAILY","DAILY","general","0.618538555067891","0","0.618538555067891","LITERARY","0.543152471122451","0.0753860839454407","ROUTED","ACCEPTED","True","True","785","我想坚持每晚阅读二十分钟，应该如何开始？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"38","DAILY","DAILY","general","0.691260975138161","0","0.691260975138161","CODING","0.63588799379697","0.0553729813411908","ROUTED","ACCEPTED","True","True","899","这周任务很多，如何区分必须完成和可以推迟的事情？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"39","DAILY","DAILY","general","0.822461940381679","0","0.822461940381679","GENERAL","0.648413730996536","0.174048209385144","ROUTED","ACCEPTED","True","True","956","帮我安排一次持续七天的早起尝试。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"40","DAILY","DAILY","general","0.699052134925256","0","0.699052134925256","GENERAL","0.568397079788404","0.130655055136852","ROUTED","ACCEPTED","True","True","818","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"41","LITERARY","LITERARY","literary","0.66466511415833","1","0.71496534703458","GENERAL","0.468126457056853","0.246838889977727","ROUTED","ACCEPTED","True","True","996","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"42","LITERARY","LITERARY","literary","0.676825560085809","1","0.725301726072938","DAILY","0.533636803662127","0.191664922410811","ROUTED","ACCEPTED","True","True","803","请为一个发生在雨夜车站的故事设计开头。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"43","LITERARY","LITERARY","literary","0.73525200752316","0","0.73525200752316","GENERAL","0.592049933066363","0.143202074456797","ROUTED","ACCEPTED","True","True","887","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"44","LITERARY","LITERARY","literary","0.56247348307637","0","0.56247348307637","GENERAL","0.500604302399098","0.061869180677272","ROUTED","ACCEPTED","True","True","761","写四行文字表达离别，但不要直接出现“离开”二字。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"45","LITERARY","LITERARY","literary","0.523960363332676","0","0.523960363332676","GENERAL","0.43208635554461","0.0918740077880664","ROUTED","ACCEPTED","True","True","892","为一间临河的小书店取一个富有意境的名字。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"46","LITERARY","LITERARY","literary","0.560043430464733","0","0.560043430464733","GENERAL","0.498932796894492","0.061110633570241","ROUTED","ACCEPTED","True","True","820","分析《老人与海》中主人公面对失败时的态度。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"47","LITERARY","LITERARY","literary","0.591232101784947","0","0.591232101784947","GENERAL","0.568610463223353","0.0226216385615935","ROUTED","ACCEPTED","True","True","873","让“她走进空房间”这句话带上一种悬疑感。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"48","LITERARY","LITERARY","literary","0.582593675200916","0","0.582593675200916","GENERAL","0.503664091403461","0.0789295837974546","ROUTED","ACCEPTED","True","True","800","请以第一人称描述多年后回到故乡的感受。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"49","LITERARY","LITERARY","literary","0.620669931259911","1","0.677569441570924","GENERAL","0.558925731515633","0.118643710055291","ROUTED","ACCEPTED","True","True","700","为校园故事设计两个性格互补的主要人物。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"50","LITERARY","LITERARY","literary","0.59796931857201","1","0.658273920786209","GENERAL","0.512790366101304","0.145483554684905","ROUTED","ACCEPTED","True","True","851","怎样让一个反派角色显得真实而不是单纯邪恶？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"51","LITERARY","LITERARY","literary","0.569257187990485","0","0.569257187990485","GENERAL","0.518571477640738","0.0506857103497479","ROUTED","ACCEPTED","True","True","895","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"52","LITERARY","LITERARY","literary","0.68981107188089","1","0.736339411098756","GENERAL","0.578779703715011","0.157559707383746","ROUTED","ACCEPTED","True","True","858","用克制的语气写一段收到坏消息后的心理活动。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"53","LITERARY","LITERARY","literary","0.750142729113325","1","0.787621319746326","MATH","0.519721668149965","0.267899651596361","ROUTED","ACCEPTED","True","True","834","为科幻故事构思一个出人意料但合理的结局。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"54","LITERARY","LITERARY","literary","0.648377443307377","0","0.648377443307377","DAILY","0.600956254591262","0.0474211887161152","ROUTED","ACCEPTED","True","True","886","将“今天下雨了，我没有出门”改得更具氛围感。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"55","LITERARY","LITERARY","literary","0.622129036422894","1","0.67880968095946","GENERAL","0.648174467415535","0.0306352135439256","ROUTED","ACCEPTED","True","True","664","解释一个故事采用倒叙开场可能产生什么效果。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"56","LITERARY","LITERARY","literary","0.647421689519084","0","0.647421689519084","GENERAL","0.527859304012247","0.119562385506837","ROUTED","ACCEPTED","True","True","844","请写一段适合作为咖啡店海报标题的短句。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"57","LITERARY","LITERARY","literary","0.612623085238876","1","0.670729622453044","GENERAL","0.541787119483672","0.128942502969373","ROUTED","ACCEPTED","True","True","844","比较热烈表达和留白表达在情感描写中的差异。","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"58","LITERARY","LITERARY","literary","0.577434288334118","0","0.577434288334118","GENERAL","0.415294580712879","0.162139707621239","ROUTED","ACCEPTED","True","True","660","给一篇关于童年夏天的文章拟三个标题。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"59","LITERARY","LITERARY","literary","0.611201951029601","0","0.611201951029601","DAILY","0.520290817348531","0.0909111336810701","ROUTED","ACCEPTED","True","True","1048","以“最后一班车已经开走”为首句继续写一小段。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"60","LITERARY","LITERARY","literary","0.601825870357757","1","0.661551989804093","GENERAL","0.617743899827255","0.0438080899768383","ROUTED","ACCEPTED","True","True","860","分析一个角色反复看表这一细节可以暗示什么。","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"61","CODING","CODING","coding","0.602086084704534","0","0.602086084704534","MATH","0.600345939937253","0.00174014476728013","ROUTED","ACCEPTED","True","True","843","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"62","CODING","CODING","coding","0.753783022875056","0","0.753783022875056","GENERAL","0.578317892217155","0.175465130657901","ROUTED","ACCEPTED","True","True","780","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"63","CODING","CODING","coding","0.796873177780466","1","0.827342201113396","MATH","0.573511654060251","0.253830547053145","ROUTED","ACCEPTED","True","True","746","设计一个接口，使客户端可以分页查询历史消息。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"64","CODING","CODING","coding","0.603779056214526","0","0.603779056214526","DAILY","0.595317181674304","0.0084618745402224","ROUTED","ACCEPTED","True","True","832","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"65","CODING","CODING","coding","0.795083895364807","0","0.795083895364807","MATH","0.65024456491749","0.144839330447317","ROUTED","ACCEPTED","True","True","779","一个查询在数据量变大后越来越慢，应该怎样排查？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"66","CODING","CODING","coding","0.631097216227866","0","0.631097216227866","GENERAL","0.564416543876444","0.0666806723514216","ROUTED","ACCEPTED","True","True","721","请解释依赖注入为什么有利于单元测试。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"67","CODING","CODING","coding","0.676116560606477","0","0.676116560606477","DAILY","0.504935641117507","0.17118091948897","ROUTED","ACCEPTED","True","True","895","怎样让文件路径校验避免用户访问授权目录之外的位置？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"68","CODING","CODING","coding","0.670592889526837","0","0.670592889526837","DAILY","0.623670409368076","0.0469224801587618","ROUTED","ACCEPTED","True","True","743","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"69","CODING","CODING","coding","0.625735085343212","0","0.625735085343212","DAILY","0.620390952212838","0.00534413313037352","ROUTED","ACCEPTED","True","True","744","如何设计可回滚的文件修改操作？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"70","CODING","CODING","coding","0.74447192769789","0","0.74447192769789","DAILY","0.591796303656761","0.15267562404113","ROUTED","ACCEPTED","True","True","848","请给出一个适合存储聊天消息的表结构。","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"71","CODING","CODING","coding","0.580572709799039","0","0.580572709799039","GENERAL","0.553317076659647","0.0272556331393922","ROUTED","ACCEPTED","True","True","769","为什么在循环中频繁拼接字符串可能影响性能？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"72","CODING","CODING","coding","0.661343639342945","1","0.712142093441504","MATH","0.559953936849298","0.152188156592205","ROUTED","ACCEPTED","True","True","974","如果第三方接口响应很慢，后端应当设置哪些保护措施？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"73","CODING","CODING","coding","0.664153123502237","0","0.664153123502237","MATH","0.547279666258203","0.116873457244033","ROUTED","ACCEPTED","True","True","832","怎样测试控制器在请求参数为空时返回正确的错误信息？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"74","CODING","CODING","coding","0.576947637652579","1","0.640405492004692","MATH","0.577050948594572","0.0633545434101197","ROUTED","ACCEPTED","True","True","857","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"75","CODING","GENERAL","general","0.495105338740966","0","0.495105338740966","CODING","0.479316288641148","0.0157890500998178","ROUTED","ACCEPTED","False","False","983","请说明乐观锁和悲观锁分别适合什么场景。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"76","CODING","CODING","coding","0.759883051528533","0","0.759883051528533","MATH","0.533739863460232","0.2261431880683","ROUTED","ACCEPTED","True","True","753","如何把模型供应商的不同调用协议封装成可扩展结构？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"77","CODING","CODING","coding","0.601723745478932","0","0.601723745478932","DAILY","0.488665281038315","0.113058464440618","ROUTED","ACCEPTED","True","True","828","程序读取中文文件后出现乱码，应该检查哪些编码设置？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"78","CODING","CODING","coding","0.60458763624956","0","0.60458763624956","GENERAL","0.554234116142206","0.0503535201073535","ROUTED","ACCEPTED","True","True","988","为什么把密钥直接返回给前端是危险的？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"79","CODING","CODING","coding","0.618745221011946","0","0.618745221011946","DAILY","0.548648744573939","0.070096476438007","ROUTED","ACCEPTED","True","True","869","设计一个策略，让主路由失败后自动切换到备用方式。","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
"80","CODING","CODING","coding","0.637071665636462","0","0.637071665636462","DAILY","0.605997218182265","0.0310744474541969","ROUTED","ACCEPTED","True","True","835","怎样为一个需要审批后才能执行的操作设计状态流转？","","localhost","e99d24a5-005c-422f-94b7-a10b2b09553b","False","507e74b6-eeed-44a0-9dee-2b659ca7b254"
"81","MATH","MATH","math","0.580880877556836","0","0.580880877556836","GENERAL","0.471738074105073","0.109142803451763","ROUTED","ACCEPTED","True","True","963","连续抛三次硬币，恰好两次正面朝上的可能性是多少？","","localhost","e5bbb3ae-f242-4cbe-b1db-c912ce636324","False","cc8a1b88-2bb0-48e7-9ebc-080061e6b9c1"
"82","MATH","MATH","math","0.64880027298129","0","0.64880027298129","GENERAL","0.493466818585974","0.155333454395316","ROUTED","ACCEPTED","True","True","830","一个商品先涨价百分之二十再降价百分之二十，最终价格如何变化？","","localhost","f71d95c7-2976-41a3-a15e-3cd94e963e99","False","e257a6ce-c2c3-4772-9688-927fdef5adae"
"83","MATH","MATH","math","0.479325581551989","0","0.479325581551989","DAILY","0.467242928193219","0.0120826533587695","ROUTED","ACCEPTED","True","True","713","某班有四十人，其中二十四人会游泳，占全班的几成？","","localhost","a7e43c02-64d0-4281-a7f9-66b961207495","False","f39b02ca-8e2d-4fe2-ae0b-fe9f4c55bea9"
