"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","general","GENERAL","general","0.75","False","True","True","1333","为什么良好的睡眠会影响第二天的注意力？","Semantic router selected GENERAL with score 0.66, margin 0.07 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"12","GENERAL","general","CODING","coding","0.71","False","True","False","1408","请说明开源软件通常是怎样运作的。","Semantic router selected CODING with score 0.6, margin 0.01 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"13","GENERAL","general","GENERAL","general","0.75","False","True","True","1638","给一个刚进入大学的新生三条适应建议。","Semantic router selected GENERAL with score 0.65, margin 0.08 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"14","GENERAL","general","GENERAL","general","0.69","False","True","True","1444","太阳能和风能分别适合什么样的使用场景？","Semantic router selected GENERAL with score 0.53, margin 0.02 and confidence 0.69; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"15","GENERAL","general","GENERAL","general","0.78","False","True","True","1096","为什么同一件事情会被不同的人理解成不同含义？","Semantic router selected GENERAL with score 0.68, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"16","GENERAL","general","GENERAL","general","0.71","False","True","True","1711","请梳理一次有效沟通通常包含哪些环节。","Semantic router selected GENERAL with score 0.58, margin 0.03 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"17","GENERAL","general","GENERAL","general","0.75","False","True","True","1085","面对两个都不错的选择时，可以怎样做决定？","Semantic router selected GENERAL with score 0.66, margin 0.07 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"18","GENERAL","general","GENERAL","general","0.73","False","True","True","1128","用一个生活中的例子解释什么叫机会成本。","Semantic router selected GENERAL with score 0.62, margin 0.05 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"19","GENERAL","general","GENERAL","general","0.71","False","True","True","1257","请客观评价短视频对知识获取的影响。","Semantic router selected GENERAL with score 0.57, margin 0.03 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"20","GENERAL","general","DAILY","general","0.7","False","True","False","1273","如果只能保留一个好习惯，你认为哪个最值得保留？","Semantic router selected DAILY with score 0.56, margin 0.03 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"21","DAILY","general","DAILY","general","0.86","False","True","True","1447","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","Semantic router selected DAILY with score 0.83, margin 0.23 and confidence 0.86; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"22","DAILY","general","DAILY","general","0.77","False","True","True","1445","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","Semantic router selected DAILY with score 0.68, margin 0.11 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"23","DAILY","general","DAILY","general","0.78","False","True","True","1270","我总是在睡前刷手机到很晚，怎样逐步调整作息？","Semantic router selected DAILY with score 0.71, margin 0.1 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"24","DAILY","general","DAILY","general","0.84","False","True","True","1022","下周要考试，但我每天只有两个小时空闲，该如何分配？","Semantic router selected DAILY with score 0.79, margin 0.21 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"25","DAILY","general","DAILY","general","0.82","False","True","True","1017","请为我设计一个不超过三十分钟的晨间流程。","Semantic router selected DAILY with score 0.77, margin 0.18 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"26","DAILY","general","DAILY","general","0.78","False","True","True","1029","我今晚需要读书、运动和整理房间，先做什么更合适？","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"27","DAILY","general","DAILY","general","0.79","False","True","True","792","怎样在一周内养成每天喝足够水的习惯？","Semantic router selected DAILY with score 0.7, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"28","DAILY","general","DAILY","general","0.84","False","True","True","1060","周末想兼顾休息和复习，请给出一个轻松的安排。","Semantic router selected DAILY with score 0.82, margin 0.18 and confidence 0.84; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"29","DAILY","general","DAILY","general","0.86","False","True","True","1017","我容易忘记交作业，有什么简单的提醒办法？","Semantic router selected DAILY with score 0.83, margin 0.25 and confidence 0.86; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"30","DAILY","general","DAILY","general","0.78","False","True","True","947","请把“准备面试”拆成未来五天每天可以完成的小目标。","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"31","DAILY","general","DAILY","general","0.81","False","True","True","734","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","Semantic router selected DAILY with score 0.74, margin 0.18 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"32","DAILY","general","DAILY","general","0.81","False","True","True","918","帮我制定一份宿舍大扫除的执行顺序。","Semantic router selected DAILY with score 0.75, margin 0.16 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"33","DAILY","general","DAILY","general","0.8","False","True","True","843","我每天通勤四十分钟，可以怎样利用这段时间？","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"34","DAILY","general","DAILY","general","0.79","False","True","True","854","明天下午两点有会议，请安排我之前需要完成的准备事项。","Semantic router selected DAILY with score 0.79, margin 0.06 and confidence 0.79; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"35","DAILY","general","DAILY","general","0.79","False","True","True","1291","怎样减少拖延，同时又不把一天安排得太紧张？","Semantic router selected DAILY with score 0.74, margin 0.12 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"36","DAILY","general","DAILY","general","0.93","False","True","True","896","请给我一份外出旅行前一天的检查清单。","Semantic router selected DAILY with score 0.95, margin 0.33 and confidence 0.93; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"37","DAILY","general","DAILY","general","0.74","False","True","True","634","我想坚持每晚阅读二十分钟，应该如何开始？","Semantic router selected DAILY with score 0.62, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"38","DAILY","general","DAILY","general","0.76","False","True","True","782","这周任务很多，如何区分必须完成和可以推迟的事情？","Semantic router selected DAILY with score 0.69, margin 0.06 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"39","DAILY","general","DAILY","general","0.84","False","True","True","850","帮我安排一次持续七天的早起尝试。","Semantic router selected DAILY with score 0.82, margin 0.17 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"40","DAILY","general","DAILY","general","0.78","False","True","True","925","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","Semantic router selected DAILY with score 0.7, margin 0.13 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"41","LITERARY","literary","LITERARY","literary","0.82","False","True","True","1058","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","Semantic router selected LITERARY with score 0.71, margin 0.25 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"42","LITERARY","literary","LITERARY","literary","0.81","False","True","True","780","请为一个发生在雨夜车站的故事设计开头。","Semantic router selected LITERARY with score 0.73, margin 0.19 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"43","LITERARY","literary","LITERARY","literary","0.8","False","True","True","1031","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","Semantic router selected LITERARY with score 0.74, margin 0.14 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"44","LITERARY","literary","LITERARY","literary","0.72","False","True","True","874","写四行文字表达离别，但不要直接出现“离开”二字。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"45","LITERARY","literary","LITERARY","literary","0.71","False","True","True","949","为一间临河的小书店取一个富有意境的名字。","Semantic router selected LITERARY with score 0.52, margin 0.09 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"46","LITERARY","literary","LITERARY","literary","0.71","False","True","True","922","分析《老人与海》中主人公面对失败时的态度。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"47","LITERARY","literary","LITERARY","literary","0.71","False","True","True","783","让“她走进空房间”这句话带上一种悬疑感。","Semantic router selected LITERARY with score 0.59, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"48","LITERARY","literary","LITERARY","literary","0.73","False","True","True","669","请以第一人称描述多年后回到故乡的感受。","Semantic router selected LITERARY with score 0.58, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"49","LITERARY","literary","LITERARY","literary","0.77","False","True","True","841","为校园故事设计两个性格互补的主要人物。","Semantic router selected LITERARY with score 0.68, margin 0.12 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"50","LITERARY","literary","LITERARY","literary","0.77","False","True","True","856","怎样让一个反派角色显得真实而不是单纯邪恶？","Semantic router selected LITERARY with score 0.66, margin 0.15 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"51","LITERARY","literary","LITERARY","literary","0.71","False","True","True","852","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","Semantic router selected LITERARY with score 0.57, margin 0.05 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"52","LITERARY","literary","LITERARY","literary","0.8","False","True","True","797","用克制的语气写一段收到坏消息后的心理活动。","Semantic router selected LITERARY with score 0.74, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"53","LITERARY","literary","LITERARY","literary","0.86","False","True","True","899","为科幻故事构思一个出人意料但合理的结局。","Semantic router selected LITERARY with score 0.79, margin 0.27 and confidence 0.86; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"54","LITERARY","literary","LITERARY","literary","0.74","False","True","True","921","将“今天下雨了，我没有出门”改得更具氛围感。","Semantic router selected LITERARY with score 0.65, margin 0.05 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"55","LITERARY","literary","LITERARY","literary","0.75","False","True","True","674","解释一个故事采用倒叙开场可能产生什么效果。","Semantic router selected LITERARY with score 0.68, margin 0.03 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"56","LITERARY","literary","LITERARY","literary","0.76","False","True","True","994","请写一段适合作为咖啡店海报标题的短句。","Semantic router selected LITERARY with score 0.65, margin 0.12 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"57","LITERARY","literary","LITERARY","literary","0.77","False","True","True","696","比较热烈表达和留白表达在情感描写中的差异。","Semantic router selected LITERARY with score 0.67, margin 0.13 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"58","LITERARY","literary","LITERARY","literary","0.75","False","True","True","672","给一篇关于童年夏天的文章拟三个标题。","Semantic router selected LITERARY with score 0.58, margin 0.16 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"59","LITERARY","literary","LITERARY","literary","0.74","False","True","True","756","以“最后一班车已经开走”为首句继续写一小段。","Semantic router selected LITERARY with score 0.61, margin 0.09 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"60","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1255","分析一个角色反复看表这一细节可以暗示什么。","Semantic router selected LITERARY with score 0.66, margin 0.04 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"61","CODING","coding","CODING","coding","0.71","False","True","True","824","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","Semantic router selected CODING with score 0.6, margin 0.0 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"62","CODING","coding","CODING","coding","0.82","False","True","True","908","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","Semantic router selected CODING with score 0.75, margin 0.18 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"63","CODING","coding","CODING","coding","0.87","False","True","True","839","设计一个接口，使客户端可以分页查询历史消息。","Semantic router selected CODING with score 0.83, margin 0.25 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"64","CODING","coding","CODING","coding","0.71","False","True","True","894","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","Semantic router selected CODING with score 0.6, margin 0.01 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"65","CODING","coding","CODING","coding","0.82","False","True","True","1195","一个查询在数据量变大后越来越慢，应该怎样排查？","Semantic router selected CODING with score 0.8, margin 0.14 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"66","CODING","coding","CODING","coding","0.74","False","True","True","1192","请解释依赖注入为什么有利于单元测试。","Semantic router selected CODING with score 0.63, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"67","CODING","coding","CODING","coding","0.79","False","True","True","1216","怎样让文件路径校验避免用户访问授权目录之外的位置？","Semantic router selected CODING with score 0.68, margin 0.17 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"68","CODING","coding","CODING","coding","0.75","False","True","True","972","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","Semantic router selected CODING with score 0.67, margin 0.05 and confidence 0.75; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"69","CODING","coding","CODING","coding","0.72","False","True","True","893","如何设计可回滚的文件修改操作？","Semantic router selected CODING with score 0.63, margin 0.01 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"70","CODING","coding","CODING","coding","0.81","False","True","True","988","请给出一个适合存储聊天消息的表结构。","Semantic router selected CODING with score 0.74, margin 0.15 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"71","CODING","coding","CODING","coding","0.71","False","True","True","965","为什么在循环中频繁拼接字符串可能影响性能？","Semantic router selected CODING with score 0.58, margin 0.03 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"72","CODING","coding","CODING","coding","0.79","False","True","True","901","如果第三方接口响应很慢，后端应当设置哪些保护措施？","Semantic router selected CODING with score 0.71, margin 0.15 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"73","CODING","coding","CODING","coding","0.77","False","True","True","750","怎样测试控制器在请求参数为空时返回正确的错误信息？","Semantic router selected CODING with score 0.66, margin 0.12 and confidence 0.77; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"74","CODING","coding","CODING","coding","0.74","False","True","True","874","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","Semantic router selected CODING with score 0.64, margin 0.06 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
"75","CODING","coding","GENERAL","general","0.68","False","True","False","1142","请说明乐观锁和悲观锁分别适合什么场景。","Semantic router selected GENERAL with score 0.5, margin 0.02 and confidence 0.68; status=ROUTED, reason=ACCEPTED.","","localhost","45a7cb38-9ce8-4329-96ed-be0cd29f23e3","False","f70e4ead-ac14-4a57-bd7d-cd3940ec2c37"
"76","CODING","coding","CODING","coding","0.83","False","True","True","715","如何把模型供应商的不同调用协议封装成可扩展结构？","Semantic router selected CODING with score 0.76, margin 0.23 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","9cf5e2d3-ceca-4a51-b4bd-21106f7a2484","False","85c49a08-a0fe-4679-8cf7-d2e44c2f54fd"
"77","CODING","coding","CODING","coding","0.74","False","True","True","848","程序读取中文文件后出现乱码，应该检查哪些编码设置？","Semantic router selected CODING with score 0.6, margin 0.11 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","897afb1b-8ba1-4d6e-88f2-54c2a95901ac","False","7e8b3699-b54a-497d-ac15-e7adab3f3da8"
"78","CODING","coding","CODING","coding","0.73","False","True","True","775","为什么把密钥直接返回给前端是危险的？","Semantic router selected CODING with score 0.6, margin 0.05 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","f462f44f-9855-4e4a-a96a-989a72b2098c","False","128a410b-6bfc-4ea8-9065-f9e0296e3290"
