"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","general","GENERAL","general","0.78","False","True","True","1237","我前面看了不少背景信息，但这次真正需要你直接处理的是：请说明为什么同一个建议对不同的人可能会产生完全不同的效果。","Semantic router selected GENERAL with score 0.69, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"12","GENERAL","general","GENERAL","general","0.78","False","True","True","1179","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请说明为什么同一个建议对不同的人可能会产生完全不同的效果。","Semantic router selected GENERAL with score 0.69, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"13","GENERAL","general","GENERAL","general","0.78","False","True","True","1089","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请说明为什么同一个建议对不同的人可能会产生完全不同的效果。","Semantic router selected GENERAL with score 0.69, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"14","GENERAL","general","GENERAL","general","0.79","False","True","True","1258","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请说明为什么同一个建议对不同的人可能会产生完全不同的效果。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.7, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"15","GENERAL","general","GENERAL","general","0.79","False","True","True","1197","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请说明为什么同一个建议对不同的人可能会产生完全不同的效果。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.69, margin 0.15 and confidence 0.79; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"16","GENERAL","general","GENERAL","general","0.7","False","True","True","1141","我前面看了不少背景信息，但这次真正需要你直接处理的是：请分析公共图书馆除了借书之外还具有什么社会价值。","Semantic router selected GENERAL with score 0.51, margin 0.06 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"17","GENERAL","general","GENERAL","general","0.7","False","True","True","1184","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请分析公共图书馆除了借书之外还具有什么社会价值。","Semantic router selected GENERAL with score 0.51, margin 0.06 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"18","GENERAL","general","GENERAL","general","0.7","False","True","True","1136","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请分析公共图书馆除了借书之外还具有什么社会价值。","Semantic router selected GENERAL with score 0.51, margin 0.06 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"19","GENERAL","general","GENERAL","general","0.72","False","True","True","1240","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请分析公共图书馆除了借书之外还具有什么社会价值。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.54, margin 0.09 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"20","GENERAL","general","GENERAL","general","0.72","False","True","True","1146","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请分析公共图书馆除了借书之外还具有什么社会价值。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.54, margin 0.1 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"21","GENERAL","general","GENERAL","general","0.78","False","True","True","1400","我前面看了不少背景信息，但这次真正需要你直接处理的是：请解释为什么确认偏误会影响一个人对信息真伪的判断。","Semantic router selected GENERAL with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"22","GENERAL","general","GENERAL","general","0.78","False","True","True","1207","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请解释为什么确认偏误会影响一个人对信息真伪的判断。","Semantic router selected GENERAL with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"23","GENERAL","general","GENERAL","general","0.78","False","True","True","1132","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请解释为什么确认偏误会影响一个人对信息真伪的判断。","Semantic router selected GENERAL with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"24","GENERAL","general","GENERAL","general","0.77","False","True","True","1152","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请解释为什么确认偏误会影响一个人对信息真伪的判断。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.65, margin 0.13 and confidence 0.77; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"25","GENERAL","general","GENERAL","general","0.78","False","True","True","1162","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请解释为什么确认偏误会影响一个人对信息真伪的判断。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.67, margin 0.15 and confidence 0.78; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"26","GENERAL","general","GENERAL","general","0.72","False","True","True","1084","我前面看了不少背景信息，但这次真正需要你直接处理的是：请客观评价短视频对知识获取效率和注意力分配的双重影响。","Semantic router selected GENERAL with score 0.59, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"27","GENERAL","general","GENERAL","general","0.72","False","True","True","1018","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请客观评价短视频对知识获取效率和注意力分配的双重影响。","Semantic router selected GENERAL with score 0.59, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"28","GENERAL","general","GENERAL","general","0.72","False","True","True","1309","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请客观评价短视频对知识获取效率和注意力分配的双重影响。","Semantic router selected GENERAL with score 0.59, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"29","GENERAL","general","GENERAL","general","0.72","False","True","True","1259","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请客观评价短视频对知识获取效率和注意力分配的双重影响。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.58, margin 0.05 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"30","GENERAL","general","GENERAL","general","0.7","False","True","True","1203","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请客观评价短视频对知识获取效率和注意力分配的双重影响。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.56, margin 0.03 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"31","GENERAL","general","GENERAL","general","0.81","False","True","True","1132","我前面看了不少背景信息，但这次真正需要你直接处理的是：请介绍开源协作为什么会对普通软件使用者也产生实际影响。","Semantic router selected GENERAL with score 0.72, margin 0.19 and confidence 0.81; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"32","GENERAL","general","GENERAL","general","0.81","False","True","True","1101","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请介绍开源协作为什么会对普通软件使用者也产生实际影响。","Semantic router selected GENERAL with score 0.72, margin 0.19 and confidence 0.81; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"33","GENERAL","general","GENERAL","general","0.81","False","True","True","1173","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请介绍开源协作为什么会对普通软件使用者也产生实际影响。","Semantic router selected GENERAL with score 0.72, margin 0.19 and confidence 0.81; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"34","GENERAL","general","GENERAL","general","0.79","False","True","True","1190","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请介绍开源协作为什么会对普通软件使用者也产生实际影响。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.69, margin 0.18 and confidence 0.79; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"35","GENERAL","general","GENERAL","general","0.8","False","True","True","1123","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请介绍开源协作为什么会对普通软件使用者也产生实际影响。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.7, margin 0.17 and confidence 0.8; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"36","GENERAL","general","GENERAL","general","0.76","False","True","True","1031","我前面看了不少背景信息，但这次真正需要你直接处理的是：请说明为什么礼貌表达并不一定代表赞同对方的观点。","Semantic router selected GENERAL with score 0.65, margin 0.11 and confidence 0.76; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"37","GENERAL","general","GENERAL","general","0.76","False","True","True","1074","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请说明为什么礼貌表达并不一定代表赞同对方的观点。","Semantic router selected GENERAL with score 0.65, margin 0.11 and confidence 0.76; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"38","GENERAL","general","GENERAL","general","0.76","False","True","True","1037","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请说明为什么礼貌表达并不一定代表赞同对方的观点。","Semantic router selected GENERAL with score 0.65, margin 0.11 and confidence 0.76; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"39","GENERAL","general","GENERAL","general","0.76","False","True","True","1229","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请说明为什么礼貌表达并不一定代表赞同对方的观点。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.64, margin 0.13 and confidence 0.76; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"40","GENERAL","general","GENERAL","general","0.75","False","True","True","1195","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请说明为什么礼貌表达并不一定代表赞同对方的观点。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.63, margin 0.08 and confidence 0.75; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"41","GENERAL","general","GENERAL","general","0.73","False","True","True","998","我前面看了不少背景信息，但这次真正需要你直接处理的是：请解释面对失败经历时，复盘为什么比单纯自责更有价值。","Semantic router selected GENERAL with score 0.62, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"42","GENERAL","general","GENERAL","general","0.73","False","True","True","1062","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请解释面对失败经历时，复盘为什么比单纯自责更有价值。","Semantic router selected GENERAL with score 0.62, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"43","GENERAL","general","GENERAL","general","0.73","False","True","True","1120","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请解释面对失败经历时，复盘为什么比单纯自责更有价值。","Semantic router selected GENERAL with score 0.62, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"44","GENERAL","general","GENERAL","general","0.74","False","True","True","1294","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请解释面对失败经历时，复盘为什么比单纯自责更有价值。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.63, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"45","GENERAL","general","GENERAL","general","0.74","False","True","True","1152","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请解释面对失败经历时，复盘为什么比单纯自责更有价值。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.63, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"46","GENERAL","general","GENERAL","general","0.77","False","True","True","1458","我前面看了不少背景信息，但这次真正需要你直接处理的是：请比较线上讨论和面对面讨论在信息传递上的差异。","Semantic router selected GENERAL with score 0.66, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"47","GENERAL","general","GENERAL","general","0.77","False","True","True","1056","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请比较线上讨论和面对面讨论在信息传递上的差异。","Semantic router selected GENERAL with score 0.66, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"48","GENERAL","general","GENERAL","general","0.77","False","True","True","1013","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请比较线上讨论和面对面讨论在信息传递上的差异。","Semantic router selected GENERAL with score 0.66, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
"49","GENERAL","general","GENERAL","general","0.73","False","True","True","1233","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请比较线上讨论和面对面讨论在信息传递上的差异。。如果理解了，就不要扩展到别的方向。","Semantic router selected GENERAL with score 0.58, margin 0.09 and confidence 0.73; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","085c799f-44f5-47ba-b18d-c5ec7c4b468f","False","bc619465-87f6-46a9-a417-193da4bafd5e"
"50","GENERAL","general","GENERAL","general","0.73","False","True","True","1825","为了更接近真实用户输入，我把背景说完整一点：前面可能会出现学习、开发、写作、数据或计划这些词，可它们都只是铺垫，不应该改变你对当前任务类型的判断。真正决定这次路由的是下面这句明确请求，请只围绕它作答：请比较线上讨论和面对面讨论在信息传递上的差异。，其余内容都可以忽略。","Semantic router selected GENERAL with score 0.6, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","410df6f0-ff1e-4f9d-89f7-ffa759baafaa","False","15b79bb2-f0dc-478e-b327-cc87620767ad"
"51","DAILY","daily","DAILY","daily","0.86","False","True","True","1521","我前面看了不少背景信息，但这次真正需要你直接处理的是：请帮我安排明天下午两点到六点之间的学习、吃饭和休息顺序。","Semantic router selected DAILY with score 0.84, margin 0.23 and confidence 0.86; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","99a09e40-7329-4b3f-9dc8-6829012716c1","False","5a745cd7-b491-4a3b-815b-b3a1eb10333c"
"52","DAILY","daily","DAILY","daily","0.86","False","True","True","1570","上下文里可能会提到别的话题，不过这次请只围绕这个明确请求回答：请帮我安排明天下午两点到六点之间的学习、吃饭和休息顺序。","Semantic router selected DAILY with score 0.84, margin 0.23 and confidence 0.86; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","f1d4c37c-8863-4598-894b-7e578f063abc","False","d87726f8-33f8-408e-9033-99135c8eda36"
"53","DAILY","daily","DAILY","daily","0.86","False","True","True","1230","为了避免被前面的说明带偏，我把这次的核心需求单独写在最后：请帮我安排明天下午两点到六点之间的学习、吃饭和休息顺序。","Semantic router selected DAILY with score 0.84, margin 0.23 and confidence 0.86; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","e49626cd-a7e5-4f11-9f20-ab3ebcce6fea","False","28c68d40-fc2a-46c6-90eb-877345e29f38"
"54","DAILY","daily","DAILY","daily","0.84","False","True","True","1078","我这两天一直在同时整理课程任务、项目笔记和生活安排，脑子里有很多互相干扰的信息，所以提问会写得比较长。但这一次你不用处理所有背景，只需要抓住最后这个明确目标并直接回答：请帮我安排明天下午两点到六点之间的学习、吃饭和休息顺序。。如果理解了，就不要扩展到别的方向。","Semantic router selected DAILY with score 0.81, margin 0.2 and confidence 0.84; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","52f55f7b-526f-4fdc-9f01-d4fa2f882ca7","False","7d5a10eb-60ac-44a9-a4a0-36f48f30dd18"
