"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","general","GENERAL","general","0","True","False","True","650","为什么良好的睡眠会影响第二天的注意力？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"12","GENERAL","general","GENERAL","general","0","True","False","True","695","请说明开源软件通常是怎样运作的。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"13","GENERAL","general","GENERAL","general","0","True","False","True","680","给一个刚进入大学的新生三条适应建议。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"14","GENERAL","general","GENERAL","general","0","True","False","True","647","太阳能和风能分别适合什么样的使用场景？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"15","GENERAL","general","GENERAL","general","0","True","False","True","659","为什么同一件事情会被不同的人理解成不同含义？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"16","GENERAL","general","GENERAL","general","0","True","False","True","677","请梳理一次有效沟通通常包含哪些环节。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"17","GENERAL","general","GENERAL","general","0","True","False","True","682","面对两个都不错的选择时，可以怎样做决定？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"18","GENERAL","general","GENERAL","general","0","True","False","True","853","用一个生活中的例子解释什么叫机会成本。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"19","GENERAL","general","GENERAL","general","0","True","False","True","588","请客观评价短视频对知识获取的影响。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"20","GENERAL","general","GENERAL","general","0","True","False","True","728","如果只能保留一个好习惯，你认为哪个最值得保留？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"21","DAILY","general","DAILY","general","0.79","False","True","True","623","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","Semantic router selected DAILY with score 0.69, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"22","DAILY","general","DAILY","general","0.72","False","True","True","898","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","Semantic router selected DAILY with score 0.56, margin 0.07 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"23","DAILY","general","DAILY","general","0.74","False","True","True","755","我总是在睡前刷手机到很晚，怎样逐步调整作息？","Semantic router selected DAILY with score 0.61, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"24","DAILY","general","DAILY","general","0.77","False","True","True","776","下周要考试，但我每天只有两个小时空闲，该如何分配？","Semantic router selected DAILY with score 0.66, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"25","DAILY","general","DAILY","general","0.76","False","True","True","651","请为我设计一个不超过三十分钟的晨间流程。","Semantic router selected DAILY with score 0.65, margin 0.13 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"26","DAILY","general","DAILY","general","0.73","False","True","True","667","我今晚需要读书、运动和整理房间，先做什么更合适？","Semantic router selected DAILY with score 0.61, margin 0.07 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"27","DAILY","general","GENERAL","general","0","True","False","False","889","怎样在一周内养成每天喝足够水的习惯？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"28","DAILY","general","DAILY","general","0.77","False","True","True","740","周末想兼顾休息和复习，请给出一个轻松的安排。","Semantic router selected DAILY with score 0.67, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"29","DAILY","general","DAILY","general","0.76","False","True","True","652","我容易忘记交作业，有什么简单的提醒办法？","Semantic router selected DAILY with score 0.63, margin 0.14 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"30","DAILY","general","DAILY","general","0.73","False","True","True","572","请把“准备面试”拆成未来五天每天可以完成的小目标。","Semantic router selected DAILY with score 0.61, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"31","DAILY","general","DAILY","general","0.77","False","True","True","838","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","Semantic router selected DAILY with score 0.64, margin 0.15 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"32","DAILY","general","GENERAL","general","0","True","False","False","742","帮我制定一份宿舍大扫除的执行顺序。","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"33","DAILY","general","DAILY","general","0.74","False","True","True","736","我每天通勤四十分钟，可以怎样利用这段时间？","Semantic router selected DAILY with score 0.59, margin 0.11 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"34","DAILY","general","DAILY","general","0.76","False","True","True","588","明天下午两点有会议，请安排我之前需要完成的准备事项。","Semantic router selected DAILY with score 0.66, margin 0.08 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"35","DAILY","general","DAILY","general","0.76","False","True","True","609","怎样减少拖延，同时又不把一天安排得太紧张？","Semantic router selected DAILY with score 0.63, margin 0.12 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"36","DAILY","general","DAILY","general","0.74","False","True","True","636","请给我一份外出旅行前一天的检查清单。","Semantic router selected DAILY with score 0.6, margin 0.09 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"37","DAILY","general","GENERAL","general","0","True","False","False","688","我想坚持每晚阅读二十分钟，应该如何开始？","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"38","DAILY","general","DAILY","general","0.73","False","True","True","665","这周任务很多，如何区分必须完成和可以推迟的事情？","Semantic router selected DAILY with score 0.6, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"39","DAILY","general","DAILY","general","0.79","False","True","True","587","帮我安排一次持续七天的早起尝试。","Semantic router selected DAILY with score 0.69, margin 0.15 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"40","DAILY","general","DAILY","general","0.74","False","True","True","620","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","Semantic router selected DAILY with score 0.63, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"41","LITERARY","literary","GENERAL","general","0","True","False","False","648","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"42","LITERARY","literary","GENERAL","general","0","True","False","False","639","请为一个发生在雨夜车站的故事设计开头。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"43","LITERARY","literary","LITERARY","literary","0.74","False","True","True","573","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","Semantic router selected LITERARY with score 0.61, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"44","LITERARY","literary","GENERAL","general","0","True","False","False","630","写四行文字表达离别，但不要直接出现“离开”二字。","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"45","LITERARY","literary","GENERAL","general","0","True","False","False","622","为一间临河的小书店取一个富有意境的名字。","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"46","LITERARY","literary","GENERAL","general","0","True","False","False","634","分析《老人与海》中主人公面对失败时的态度。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"47","LITERARY","literary","GENERAL","general","0","True","False","False","618","让“她走进空房间”这句话带上一种悬疑感。","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"48","LITERARY","literary","GENERAL","general","0","True","False","False","527","请以第一人称描述多年后回到故乡的感受。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"49","LITERARY","literary","GENERAL","general","0","True","False","False","632","为校园故事设计两个性格互补的主要人物。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"50","LITERARY","literary","GENERAL","general","0","True","False","False","612","怎样让一个反派角色显得真实而不是单纯邪恶？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"51","LITERARY","literary","GENERAL","general","0","True","False","False","652","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"52","LITERARY","literary","GENERAL","general","0","True","False","False","646","用克制的语气写一段收到坏消息后的心理活动。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"53","LITERARY","literary","GENERAL","general","0","True","False","False","578","为科幻故事构思一个出人意料但合理的结局。","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"54","LITERARY","literary","GENERAL","general","0","True","False","False","707","将“今天下雨了，我没有出门”改得更具氛围感。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"55","LITERARY","literary","GENERAL","general","0","True","False","False","604","解释一个故事采用倒叙开场可能产生什么效果。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"56","LITERARY","literary","GENERAL","general","0","True","False","False","614","请写一段适合作为咖啡店海报标题的短句。","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"57","LITERARY","literary","GENERAL","general","0","True","False","False","508","比较热烈表达和留白表达在情感描写中的差异。","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"58","LITERARY","literary","GENERAL","general","0","True","False","False","738","给一篇关于童年夏天的文章拟三个标题。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"59","LITERARY","literary","GENERAL","general","0","True","False","False","746","以“最后一班车已经开走”为首句继续写一小段。","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"60","LITERARY","literary","GENERAL","general","0","True","False","False","581","分析一个角色反复看表这一细节可以暗示什么。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"61","CODING","coding","GENERAL","general","0","True","False","False","560","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"62","CODING","coding","GENERAL","general","0","True","False","False","603","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"63","CODING","coding","GENERAL","general","0","True","False","False","711","设计一个接口，使客户端可以分页查询历史消息。","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"64","CODING","coding","GENERAL","general","0","True","False","False","609","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"65","CODING","coding","GENERAL","general","0","True","False","False","656","一个查询在数据量变大后越来越慢，应该怎样排查？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"66","CODING","coding","GENERAL","general","0","True","False","False","658","请解释依赖注入为什么有利于单元测试。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"67","CODING","coding","GENERAL","general","0","True","False","False","609","怎样让文件路径校验避免用户访问授权目录之外的位置？","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"68","CODING","coding","GENERAL","general","0","True","False","False","738","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"69","CODING","coding","GENERAL","general","0","True","False","False","591","如何设计可回滚的文件修改操作？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"70","CODING","coding","GENERAL","general","0","True","False","False","636","请给出一个适合存储聊天消息的表结构。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"71","CODING","coding","GENERAL","general","0","True","False","False","610","为什么在循环中频繁拼接字符串可能影响性能？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"72","CODING","coding","GENERAL","general","0","True","False","False","567","如果第三方接口响应很慢，后端应当设置哪些保护措施？","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"73","CODING","coding","GENERAL","general","0","True","False","False","676","怎样测试控制器在请求参数为空时返回正确的错误信息？","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"74","CODING","coding","GENERAL","general","0","True","False","False","686","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"75","CODING","coding","GENERAL","general","0","True","False","False","676","请说明乐观锁和悲观锁分别适合什么场景。","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"76","CODING","coding","GENERAL","general","0","True","False","False","702","如何把模型供应商的不同调用协议封装成可扩展结构？","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"77","CODING","coding","GENERAL","general","0","True","False","False","684","程序读取中文文件后出现乱码，应该检查哪些编码设置？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"78","CODING","coding","GENERAL","general","0","True","False","False","649","为什么把密钥直接返回给前端是危险的？","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"79","CODING","coding","GENERAL","general","0","True","False","False","671","设计一个策略，让主路由失败后自动切换到备用方式。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"80","CODING","coding","GENERAL","general","0","True","False","False","562","怎样为一个需要审批后才能执行的操作设计状态流转？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"81","MATH","math","GENERAL","general","0","True","False","False","689","连续抛三次硬币，恰好两次正面朝上的可能性是多少？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"82","MATH","math","GENERAL","general","0","True","False","False","687","一个商品先涨价百分之二十再降价百分之二十，最终价格如何变化？","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"83","MATH","math","GENERAL","general","0","True","False","False","718","某班有四十人，其中二十四人会游泳，占全班的几成？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"84","MATH","math","GENERAL","general","0","True","False","False","825","已知一个直角三角形的两条直角边分别为三和四，斜边多长？","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"85","MATH","math","GENERAL","general","0","True","False","False","618","从一副扑克牌中随机抽一张，抽到红桃的可能性是多少？","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"86","MATH","math","GENERAL","general","0","True","False","False","704","若一个数的三倍减去五等于十，这个数是多少？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"87","MATH","math","GENERAL","general","0","True","False","False","611","一辆车以每小时六十公里行驶两个半小时，共行驶多远？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"88","MATH","math","GENERAL","general","0","True","False","False","776","请推导等差数列前 n 项和的表达式。","No routing signals were found. Using fallback model.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"89","MATH","math","GENERAL","general","0","True","False","False","798","一个圆的半径扩大到原来的两倍，面积变成原来的多少倍？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"90","MATH","math","MATH","math","0.67","False","False","True","672","袋中有三个红球和两个蓝球，不放回抽取两个，都是红球的概率是多少？","Selected MATH with score 2 and confidence 0.67; matched signals: keyword:æ¦ç.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"91","MATH","math","GENERAL","general","0","True","False","False","661","求曲线 y=x² 在 x=3 处的切线斜率。","No routing signals were found. Using fallback model.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"92","MATH","math","GENERAL","general","0","True","False","False","751","如何判断一组向量是否线性相关？","No routing signals were found. Using fallback model.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"93","MATH","math","GENERAL","general","0","True","False","False","785","某组数据为 2、4、4、6、9，它们的平均数和中位数分别是多少？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
"94","MATH","math","MATH","math","0.8","False","False","True","679","求解不等式 2x+3>11，并表示解集。","Selected MATH with score 4 and confidence 0.8; matched signals: math-expression:formula or math symbol.","","localhost","6f4dd723-da42-4fe2-ac6a-9766c1c16915","False","88c3ab39-9d4f-49c4-abe4-bc811a024fed"
"95","MATH","math","GENERAL","general","0","True","False","False","659","一个长方体长五、宽四、高三，它的体积和表面积各是多少？","No routing signals were found. Using fallback model.","","localhost","5e644c72-f85a-4fd8-8269-4263eaa60def","False","7bccd98e-1c8f-48e9-8a9d-93074754685b"
"96","MATH","math","GENERAL","general","0","True","False","False","612","解释为什么任意奇数的平方仍然是奇数。","No routing signals were found. Using fallback model.","","localhost","95af2933-0463-49eb-945e-352d61ef88f0","False","12883104-61c2-4b12-af1f-624795d7bea4"
"97","MATH","math","MATH","math","0.67","False","False","True","769","若每次尝试成功率为百分之三十，独立尝试两次至少成功一次的概率是多少？","Selected MATH with score 2 and confidence 0.67; matched signals: keyword:æ¦ç.","","localhost","fd41dacb-9a09-4697-b223-9f582edd3bdc","False","bd0098d3-5b43-4ef9-b91b-e2d761ca62ea"
"98","MATH","math","MATH","math","0.75","False","True","True","758","求函数 y=sin(x)+x 的导数。","Semantic router selected MATH with score 0.59, margin 0.15 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","95db55df-8b3b-4d26-aafa-76b51f94c7c4","False","b444975a-ee34-4a24-89b8-c318137c57e1"
"99","MATH","math","GENERAL","general","0","True","False","False","629","证明根号二不是有理数的基本思路是什么？","No routing signals were found. Using fallback model.","","localhost","8ae538d2-e840-4026-ab40-ae858ec8f9e9","False","786973b4-01b8-471c-a95b-f81623b665d6"
