"Id","ExpectedTask","TopTask","TopTarget","TopSemanticScore","TopKeywordScore","TopFinalScore","SecondTask","SecondFinalScore","Margin","Status","ReasonCode","TopPassed","AcceptedAndPassed","LatencyMs","Question","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"18","GENERAL","GENERAL","general","0.555497024010961","1","0.622172470409317","MATH","0.574409676521821","0.0477627938874958","ROUTED","ACCEPTED","True","True","1147","用一个生活中的例子解释什么叫机会成本。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"19","GENERAL","GENERAL","general","0.549816849316695","0","0.549816849316695","LITERARY","0.544675387692021","0.00514146162467455","ROUTED","ACCEPTED","True","True","1104","请客观评价短视频对知识获取的影响。","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"20","GENERAL","DAILY","general","0.558116372796102","0","0.558116372796102","GENERAL","0.500447738074513","0.0576686347215891","ROUTED","ACCEPTED","False","False","1089","如果只能保留一个好习惯，你认为哪个最值得保留？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"21","DAILY","DAILY","general","0.82988782032725","0","0.82988782032725","GENERAL","0.568348097242573","0.261539723084678","ROUTED","ACCEPTED","True","True","1146","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"22","DAILY","DAILY","general","0.676524657827044","0","0.676524657827044","GENERAL","0.565862552032617","0.110662105794427","ROUTED","ACCEPTED","True","True","1592","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"23","DAILY","DAILY","general","0.70793172575046","0","0.70793172575046","CODING","0.5672821875452","0.14064953820526","ROUTED","ACCEPTED","True","True","1222","我总是在睡前刷手机到很晚，怎样逐步调整作息？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"24","DAILY","DAILY","general","0.789143597502465","0","0.789143597502465","GENERAL","0.563299691399281","0.225843906103184","ROUTED","ACCEPTED","True","True","1291","下周要考试，但我每天只有两个小时空闲，该如何分配？","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"25","DAILY","DAILY","general","0.765628271328603","0","0.765628271328603","LITERARY","0.581079008701307","0.184549262627296","ROUTED","ACCEPTED","True","True","1951","请为我设计一个不超过三十分钟的晨间流程。","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"26","DAILY","DAILY","general","0.700273718690887","0","0.700273718690887","GENERAL","0.582597703574139","0.117676015116748","ROUTED","ACCEPTED","True","True","1629","我今晚需要读书、运动和整理房间，先做什么更合适？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"27","DAILY","DAILY","general","0.697894080497049","0","0.697894080497049","GENERAL","0.53884436045234","0.159049720044709","ROUTED","ACCEPTED","True","True","1301","怎样在一周内养成每天喝足够水的习惯？","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"28","DAILY","DAILY","general","0.762865953183649","0","0.762865953183649","GENERAL","0.597155237273175","0.165710715910474","ROUTED","ACCEPTED","True","True","1191","周末想兼顾休息和复习，请给出一个轻松的安排。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"29","DAILY","DAILY","general","0.796278546101316","1","0.826836764186119","GENERAL","0.559580262131394","0.267256502054724","ROUTED","ACCEPTED","True","True","1078","我容易忘记交作业，有什么简单的提醒办法？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"30","DAILY","DAILY","general","0.702013520478753","0","0.702013520478753","CODING","0.581687149366536","0.120326371112217","ROUTED","ACCEPTED","True","True","1021","请把“准备面试”拆成未来五天每天可以完成的小目标。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"31","DAILY","DAILY","general","0.742910548915268","0","0.742910548915268","GENERAL","0.541302082964863","0.201608465950405","ROUTED","ACCEPTED","True","True","1237","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"32","DAILY","DAILY","general","0.750019098989275","0","0.750019098989275","GENERAL","0.586828863335385","0.163190235653891","ROUTED","ACCEPTED","True","True","1039","帮我制定一份宿舍大扫除的执行顺序。","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"33","DAILY","DAILY","general","0.706783371280882","0","0.706783371280882","GENERAL","0.547738671734219","0.159044699546663","ROUTED","ACCEPTED","True","True","1268","我每天通勤四十分钟，可以怎样利用这段时间？","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"34","DAILY","DAILY","general","0.803565690415492","0","0.803565690415492","GENERAL","0.648263021650013","0.155302668765479","ROUTED","ACCEPTED","True","True","1081","明天下午两点有会议，请安排我之前需要完成的准备事项。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"35","DAILY","DAILY","general","0.737561738083956","0","0.737561738083956","CODING","0.545956313487467","0.191605424596489","ROUTED","ACCEPTED","True","True","1116","怎样减少拖延，同时又不把一天安排得太紧张？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"36","DAILY","DAILY","general","0.945460017416056","0","0.945460017416056","GENERAL","0.620370116875143","0.325089900540913","ROUTED","ACCEPTED","True","True","1366","请给我一份外出旅行前一天的检查清单。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"37","DAILY","DAILY","general","0.618538555067891","0","0.618538555067891","LITERARY","0.543152471122451","0.0753860839454407","ROUTED","ACCEPTED","True","True","1029","我想坚持每晚阅读二十分钟，应该如何开始？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"38","DAILY","DAILY","general","0.691260975138161","0","0.691260975138161","GENERAL","0.554350169483338","0.136910805654823","ROUTED","ACCEPTED","True","True","1272","这周任务很多，如何区分必须完成和可以推迟的事情？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"39","DAILY","DAILY","general","0.822461940381679","0","0.822461940381679","GENERAL","0.648413730996536","0.174048209385144","ROUTED","ACCEPTED","True","True","1065","帮我安排一次持续七天的早起尝试。","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"40","DAILY","DAILY","general","0.704406236116122","0","0.704406236116122","GENERAL","0.604393045575425","0.100013190540696","ROUTED","ACCEPTED","True","True","1189","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"41","LITERARY","LITERARY","literary","0.66466511415833","0","0.66466511415833","GENERAL","0.468126457056853","0.196538657101477","ROUTED","ACCEPTED","True","True","1285","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"42","LITERARY","LITERARY","literary","0.676825560085809","0","0.676825560085809","DAILY","0.533636803662127","0.143188756423682","ROUTED","ACCEPTED","True","True","1052","请为一个发生在雨夜车站的故事设计开头。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"43","LITERARY","LITERARY","literary","0.73525200752316","0","0.73525200752316","GENERAL","0.592049933066363","0.143202074456797","ROUTED","ACCEPTED","True","True","1405","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"44","LITERARY","LITERARY","literary","0.56247348307637","0","0.56247348307637","GENERAL","0.500604302399098","0.061869180677272","ROUTED","ACCEPTED","True","True","1112","写四行文字表达离别，但不要直接出现“离开”二字。","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"45","LITERARY","LITERARY","literary","0.523960363332676","0","0.523960363332676","GENERAL","0.43208635554461","0.0918740077880664","ROUTED","ACCEPTED","True","True","1252","为一间临河的小书店取一个富有意境的名字。","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"46","LITERARY","LITERARY","literary","0.560043430464733","0","0.560043430464733","GENERAL","0.498932796894492","0.061110633570241","ROUTED","ACCEPTED","True","True","1270","分析《老人与海》中主人公面对失败时的态度。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"47","LITERARY","LITERARY","literary","0.591232101784947","0","0.591232101784947","GENERAL","0.568610463223353","0.0226216385615935","ROUTED","ACCEPTED","True","True","1224","让“她走进空房间”这句话带上一种悬疑感。","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"48","LITERARY","LITERARY","literary","0.582593675200916","0","0.582593675200916","GENERAL","0.503664091403461","0.0789295837974546","ROUTED","ACCEPTED","True","True","1114","请以第一人称描述多年后回到故乡的感受。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"49","LITERARY","LITERARY","literary","0.620669931259911","0","0.620669931259911","GENERAL","0.558925731515633","0.0617441997442773","ROUTED","ACCEPTED","True","True","1233","为校园故事设计两个性格互补的主要人物。","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"50","LITERARY","LITERARY","literary","0.59796931857201","0","0.59796931857201","GENERAL","0.512790366101304","0.0851789524707062","ROUTED","ACCEPTED","True","True","1475","怎样让一个反派角色显得真实而不是单纯邪恶？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"51","LITERARY","LITERARY","literary","0.569257187990485","0","0.569257187990485","GENERAL","0.518571477640738","0.0506857103497479","ROUTED","ACCEPTED","True","True","1268","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"52","LITERARY","LITERARY","literary","0.68981107188089","0","0.68981107188089","GENERAL","0.578779703715011","0.111031368165879","ROUTED","ACCEPTED","True","True","1186","用克制的语气写一段收到坏消息后的心理活动。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"53","LITERARY","LITERARY","literary","0.750142729113325","0","0.750142729113325","MATH","0.519721668149965","0.23042106096336","ROUTED","ACCEPTED","True","True","1158","为科幻故事构思一个出人意料但合理的结局。","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"54","LITERARY","LITERARY","literary","0.648377443307377","0","0.648377443307377","DAILY","0.600956254591262","0.0474211887161152","ROUTED","ACCEPTED","True","True","1235","将“今天下雨了，我没有出门”改得更具氛围感。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"55","LITERARY","GENERAL","general","0.586087608724158","1","0.648174467415535","LITERARY","0.622129036422894","0.0260454309926402","ROUTED","ACCEPTED","False","False","1230","解释一个故事采用倒叙开场可能产生什么效果。","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"56","LITERARY","LITERARY","literary","0.647421689519084","0","0.647421689519084","GENERAL","0.527859304012247","0.119562385506837","ROUTED","ACCEPTED","True","True","1152","请写一段适合作为咖啡店海报标题的短句。","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"57","LITERARY","LITERARY","literary","0.612623085238876","0","0.612623085238876","GENERAL","0.541787119483672","0.070835965755204","ROUTED","ACCEPTED","True","True","1195","比较热烈表达和留白表达在情感描写中的差异。","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"58","LITERARY","LITERARY","literary","0.577434288334118","0","0.577434288334118","GENERAL","0.415294580712879","0.162139707621239","ROUTED","ACCEPTED","True","True","1173","给一篇关于童年夏天的文章拟三个标题。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"59","LITERARY","LITERARY","literary","0.611201951029601","0","0.611201951029601","DAILY","0.520290817348531","0.0909111336810701","ROUTED","ACCEPTED","True","True","1231","以“最后一班车已经开走”为首句继续写一小段。","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"60","LITERARY","GENERAL","general","0.617743899827255","0","0.617743899827255","LITERARY","0.593272776528869","0.0244711232983857","ROUTED","ACCEPTED","False","False","1164","分析一个角色反复看表这一细节可以暗示什么。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"61","CODING","CODING","coding","0.602086084704534","0","0.602086084704534","MATH","0.600345939937253","0.00174014476728013","ROUTED","ACCEPTED","True","True","1144","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"62","CODING","CODING","coding","0.753783022875056","0","0.753783022875056","GENERAL","0.547290695853873","0.206492327021183","ROUTED","ACCEPTED","True","True","1161","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"63","CODING","CODING","coding","0.796873177780466","1","0.827342201113396","MATH","0.573511654060251","0.253830547053145","ROUTED","ACCEPTED","True","True","1330","设计一个接口，使客户端可以分页查询历史消息。","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"64","CODING","CODING","coding","0.597789383987103","0","0.597789383987103","DAILY","0.595317181674304","0.00247220231279877","ROUTED","ACCEPTED","True","True","1118","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"65","CODING","CODING","coding","0.795083895364807","0","0.795083895364807","MATH","0.65024456491749","0.144839330447317","ROUTED","ACCEPTED","True","True","984","一个查询在数据量变大后越来越慢，应该怎样排查？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"66","CODING","CODING","coding","0.631097216227866","0","0.631097216227866","GENERAL","0.55920538263277","0.0718918335950962","ROUTED","ACCEPTED","True","True","985","请解释依赖注入为什么有利于单元测试。","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"67","CODING","CODING","coding","0.64984358336575","0","0.64984358336575","DAILY","0.504935641117507","0.144907942248243","ROUTED","ACCEPTED","True","True","1196","怎样让文件路径校验避免用户访问授权目录之外的位置？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"68","CODING","CODING","coding","0.719163752137158","0","0.719163752137158","MATH","0.596962519295281","0.122201232841877","ROUTED","ACCEPTED","True","True","1201","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"69","CODING","DAILY","general","0.620390952212838","0","0.620390952212838","CODING","0.618274517152841","0.00211643505999726","ROUTED","ACCEPTED","False","False","1181","如何设计可回滚的文件修改操作？","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"70","CODING","CODING","coding","0.74447192769789","0","0.74447192769789","DAILY","0.591796303656761","0.15267562404113","ROUTED","ACCEPTED","True","True","891","请给出一个适合存储聊天消息的表结构。","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"71","CODING","CODING","coding","0.561908333840953","0","0.561908333840953","GENERAL","0.551614377205087","0.0102939566358659","ROUTED","ACCEPTED","True","True","1014","为什么在循环中频繁拼接字符串可能影响性能？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"72","CODING","CODING","coding","0.661343639342945","1","0.712142093441504","MATH","0.559953936849298","0.152188156592205","ROUTED","ACCEPTED","True","True","1180","如果第三方接口响应很慢，后端应当设置哪些保护措施？","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"73","CODING","CODING","coding","0.652153395767767","0","0.652153395767767","MATH","0.545699458856093","0.106453936911675","ROUTED","ACCEPTED","True","True","992","怎样测试控制器在请求参数为空时返回正确的错误信息？","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"74","CODING","MATH","math","0.577050948594572","0","0.577050948594572","CODING","0.562711578867684","0.0143393697268881","ROUTED","ACCEPTED","False","False","1148","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"75","CODING","GENERAL","general","0.495105338740966","0","0.495105338740966","LITERARY","0.477448291155613","0.0176570475853525","ROUTED","ACCEPTED","False","False","1006","请说明乐观锁和悲观锁分别适合什么场景。","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"76","CODING","CODING","coding","0.759883051528533","0","0.759883051528533","MATH","0.533739863460232","0.2261431880683","ROUTED","ACCEPTED","True","True","1033","如何把模型供应商的不同调用协议封装成可扩展结构？","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"77","CODING","CODING","coding","0.59244248660772","0","0.59244248660772","DAILY","0.488665281038315","0.103777205569405","ROUTED","ACCEPTED","True","True","1175","程序读取中文文件后出现乱码，应该检查哪些编码设置？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"78","CODING","CODING","coding","0.60458763624956","0","0.60458763624956","GENERAL","0.544609069243106","0.0599785670064537","ROUTED","ACCEPTED","True","True","1485","为什么把密钥直接返回给前端是危险的？","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
"79","CODING","CODING","coding","0.589808616485539","0","0.589808616485539","DAILY","0.548648744573939","0.0411598719115997","ROUTED","ACCEPTED","True","True","1077","设计一个策略，让主路由失败后自动切换到备用方式。","","localhost","806c8e79-3a33-40ac-8a85-55a54d07075e","False","50a0c6da-51bc-43a6-8d5d-35b0bd93db58"
"80","CODING","CODING","coding","0.637071665636462","0","0.637071665636462","DAILY","0.605997218182265","0.0310744474541969","ROUTED","ACCEPTED","True","True","1370","怎样为一个需要审批后才能执行的操作设计状态流转？","","localhost","6ca8aa5c-f4fc-4506-a3c3-e3e782c01d75","False","48dba584-5271-4282-a022-520091366895"
"81","MATH","MATH","math","0.53199687485769","0","0.53199687485769","GENERAL","0.471738074105073","0.0602588007526169","ROUTED","ACCEPTED","True","True","1170","连续抛三次硬币，恰好两次正面朝上的可能性是多少？","","localhost","16522274-7229-409f-b1a8-c4e8cba832cf","False","dd28d6c3-7efd-4d6d-8595-24b6daa590a2"
"82","MATH","MATH","math","0.64880027298129","0","0.64880027298129","GENERAL","0.493466818585974","0.155333454395316","ROUTED","ACCEPTED","True","True","1307","一个商品先涨价百分之二十再降价百分之二十，最终价格如何变化？","","localhost","03ac3c81-3e3e-4295-b277-dd7c705d98f3","False","56e6abed-86a9-4407-9603-6759490682c6"
"83","MATH","MATH","math","0.479325581551989","0","0.479325581551989","DAILY","0.467242928193219","0.0120826533587695","ROUTED","ACCEPTED","True","True","1143","某班有四十人，其中二十四人会游泳，占全班的几成？","","localhost","e5d42a57-287b-47f0-9ce6-bcdad925d2bf","False","1aca52a2-8840-49bf-9a18-f41f5587b570"
"84","MATH","MATH","math","0.506246341631142","0","0.506246341631142","LITERARY","0.436589009110394","0.0696573325207488","ROUTED","ACCEPTED","True","True","1460","已知一个直角三角形的两条直角边分别为三和四，斜边多长？","","localhost","f8a71b5c-f0b1-497c-b725-2ad94708d5db","False","d3a016f4-809a-48b0-9fc7-07725dd7b592"
