"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"55","GENERAL","general","GENERAL","general","0.79","False","True","True","1066","This is the actual request, unrelated to the quoted examples: 如何判断一段因果解释是否可靠？","Semantic router selected GENERAL with score 0.72, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cabc4fa3-fa63-49ba-ac46-fc660f3c23ef","False","a2b62436-f53d-42db-95c2-44af5884568e"
"56","GENERAL","general","GENERAL","general","0.8","False","True","True","1195","先忽略日程、代码、文学和计算示例，真正的问题是：如何判断一段因果解释是否可靠？","Semantic router selected GENERAL with score 0.74, margin 0.14 and confidence 0.8; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","06bc3596-b091-42bf-8c22-4d6f2b47a498","False","3f4b7ef5-f79e-4539-a933-f38b1f3fd3f5"
"57","GENERAL","general","GENERAL","general","0.71","False","True","True","846","说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","dc82aa91-f354-48a0-bf9a-b9791b9cbf5d","False","92c85d2d-486a-46e6-a587-d42d671fba0c"
"58","GENERAL","general","GENERAL","general","0.72","False","True","True","1070","请只处理最后这个请求：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.59, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","b1012532-394c-4ec8-a2e5-3fd72bc4b8c7","False","30eb953a-65a3-4719-8426-ef65e7248f5e"
"59","GENERAL","general","GENERAL","general","0.72","False","True","True","1093","有人刚才讨论了 Java 代码、小说、日程和概率，不过我现在只想问：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","cabc4fa3-fa63-49ba-ac46-fc660f3c23ef","False","a2b62436-f53d-42db-95c2-44af5884568e"
"60","GENERAL","general","GENERAL","general","0.72","False","True","True","983","不要被前面的技术名词和数字干扰，实际任务是：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Explicit context switch detected; previous route inheritance was disabled.","","localhost","06bc3596-b091-42bf-8c22-4d6f2b47a498","False","3f4b7ef5-f79e-4539-a933-f38b1f3fd3f5"
"61","GENERAL","general","GENERAL","general","0.71","False","True","True","1001","上文是一段程序和数学公式；换个任务：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED. Explicit context switch detected; previous route inheritance was disabled.","","localhost","dc82aa91-f354-48a0-bf9a-b9791b9cbf5d","False","92c85d2d-486a-46e6-a587-d42d671fba0c"
"62","GENERAL","general","GENERAL","general","0.71","False","True","True","1104","请在三句话内完成下面要求，不要扩展到其他领域：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED. Explicit context switch detected; previous route inheritance was disabled.","","localhost","b1012532-394c-4ec8-a2e5-3fd72bc4b8c7","False","30eb953a-65a3-4719-8426-ef65e7248f5e"
"63","GENERAL","general","GENERAL","general","0.7","False","True","True","944","This is the actual request, unrelated to the quoted examples: 说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.57, margin 0.02 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","cabc4fa3-fa63-49ba-ac46-fc660f3c23ef","False","a2b62436-f53d-42db-95c2-44af5884568e"
"64","GENERAL","general","GENERAL","general","0.72","False","True","True","884","先忽略日程、代码、文学和计算示例，真正的问题是：说明面对不确定信息时保持谨慎意味着什么。","Semantic router selected GENERAL with score 0.6, margin 0.03 and confidence 0.72; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","06bc3596-b091-42bf-8c22-4d6f2b47a498","False","3f4b7ef5-f79e-4539-a933-f38b1f3fd3f5"
"65","GENERAL","general","GENERAL","general","0.7","False","True","True","1177","比较口头承诺和书面承诺的特点。","Semantic router selected GENERAL with score 0.58, margin 0.01 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","dc82aa91-f354-48a0-bf9a-b9791b9cbf5d","False","92c85d2d-486a-46e6-a587-d42d671fba0c"
"66","GENERAL","general","LITERARY","literary","0.7","False","True","False","857","请只处理最后这个请求：比较口头承诺和书面承诺的特点。","Semantic router selected LITERARY with score 0.58, margin 0.0 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","b1012532-394c-4ec8-a2e5-3fd72bc4b8c7","False","30eb953a-65a3-4719-8426-ef65e7248f5e"
"67","GENERAL","general","GENERAL","general","0.7","False","True","True","986","有人刚才讨论了 Java 代码、小说、日程和概率，不过我现在只想问：比较口头承诺和书面承诺的特点。","Semantic router selected GENERAL with score 0.58, margin 0.0 and confidence 0.7; status=ROUTED, reason=ACCEPTED. Instruction focus extraction was applied.","","localhost","cabc4fa3-fa63-49ba-ac46-fc660f3c23ef","False","a2b62436-f53d-42db-95c2-44af5884568e"
"68","GENERAL","general","GENERAL","general","0.71","False","True","True","844","不要被前面的技术名词和数字干扰，实际任务是：比较口头承诺和书面承诺的特点。","Semantic router selected GENERAL with score 0.58, margin 0.01 and confidence 0.71; status=ROUTED, reason=ACCEPTED. Explicit context switch detected; previous route inheritance was disabled.","","localhost","06bc3596-b091-42bf-8c22-4d6f2b47a498","False","3f4b7ef5-f79e-4539-a933-f38b1f3fd3f5"
