"Id","ExpectedTask","ExpectedModel","ActualTask","ActualModel","Confidence","FallbackUsed","SemanticAccepted","Passed","LatencyMs","Question","Reason","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"21","DAILY","general","DAILY","general","0.87","False","True","True","1190","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","Semantic router selected DAILY with score 0.83, margin 0.26 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"22","DAILY","general","DAILY","general","0.77","False","True","True","1052","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","Semantic router selected DAILY with score 0.68, margin 0.11 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"23","DAILY","general","DAILY","general","0.79","False","True","True","1297","我总是在睡前刷手机到很晚，怎样逐步调整作息？","Semantic router selected DAILY with score 0.71, margin 0.14 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"24","DAILY","general","DAILY","general","0.84","False","True","True","1344","下周要考试，但我每天只有两个小时空闲，该如何分配？","Semantic router selected DAILY with score 0.79, margin 0.23 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"25","DAILY","general","DAILY","general","0.82","False","True","True","1245","请为我设计一个不超过三十分钟的晨间流程。","Semantic router selected DAILY with score 0.77, margin 0.18 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"26","DAILY","general","DAILY","general","0.78","False","True","True","1526","我今晚需要读书、运动和整理房间，先做什么更合适？","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"27","DAILY","general","DAILY","general","0.79","False","True","True","1676","怎样在一周内养成每天喝足够水的习惯？","Semantic router selected DAILY with score 0.7, margin 0.16 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"28","DAILY","general","DAILY","general","0.82","False","True","True","1242","周末想兼顾休息和复习，请给出一个轻松的安排。","Semantic router selected DAILY with score 0.76, margin 0.17 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"29","DAILY","general","DAILY","general","0.87","False","True","True","993","我容易忘记交作业，有什么简单的提醒办法？","Semantic router selected DAILY with score 0.83, margin 0.27 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"30","DAILY","general","DAILY","general","0.78","False","True","True","1196","请把“准备面试”拆成未来五天每天可以完成的小目标。","Semantic router selected DAILY with score 0.7, margin 0.12 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"31","DAILY","general","DAILY","general","0.82","False","True","True","993","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","Semantic router selected DAILY with score 0.74, margin 0.2 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"32","DAILY","general","DAILY","general","0.81","False","True","True","1059","帮我制定一份宿舍大扫除的执行顺序。","Semantic router selected DAILY with score 0.75, margin 0.16 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"33","DAILY","general","DAILY","general","0.8","False","True","True","957","我每天通勤四十分钟，可以怎样利用这段时间？","Semantic router selected DAILY with score 0.71, margin 0.16 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"34","DAILY","general","DAILY","general","0.83","False","True","True","1199","明天下午两点有会议，请安排我之前需要完成的准备事项。","Semantic router selected DAILY with score 0.8, margin 0.16 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"35","DAILY","general","DAILY","general","0.82","False","True","True","1348","怎样减少拖延，同时又不把一天安排得太紧张？","Semantic router selected DAILY with score 0.74, margin 0.19 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"36","DAILY","general","DAILY","general","0.93","False","True","True","1047","请给我一份外出旅行前一天的检查清单。","Semantic router selected DAILY with score 0.95, margin 0.33 and confidence 0.93; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"37","DAILY","general","DAILY","general","0.74","False","True","True","1055","我想坚持每晚阅读二十分钟，应该如何开始？","Semantic router selected DAILY with score 0.62, margin 0.08 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"38","DAILY","general","DAILY","general","0.78","False","True","True","1003","这周任务很多，如何区分必须完成和可以推迟的事情？","Semantic router selected DAILY with score 0.69, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"39","DAILY","general","DAILY","general","0.84","False","True","True","1100","帮我安排一次持续七天的早起尝试。","Semantic router selected DAILY with score 0.82, margin 0.17 and confidence 0.84; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"40","DAILY","general","DAILY","general","0.78","False","True","True","1064","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","Semantic router selected DAILY with score 0.7, margin 0.1 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"41","LITERARY","literary","LITERARY","literary","0.79","False","True","True","1154","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","Semantic router selected LITERARY with score 0.66, margin 0.2 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"42","LITERARY","literary","LITERARY","literary","0.78","False","True","True","1226","请为一个发生在雨夜车站的故事设计开头。","Semantic router selected LITERARY with score 0.68, margin 0.14 and confidence 0.78; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"43","LITERARY","literary","LITERARY","literary","0.8","False","True","True","1034","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","Semantic router selected LITERARY with score 0.74, margin 0.14 and confidence 0.8; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"44","LITERARY","literary","LITERARY","literary","0.72","False","True","True","1089","写四行文字表达离别，但不要直接出现“离开”二字。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"45","LITERARY","literary","LITERARY","literary","0.71","False","True","True","1067","为一间临河的小书店取一个富有意境的名字。","Semantic router selected LITERARY with score 0.52, margin 0.09 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"46","LITERARY","literary","LITERARY","literary","0.71","False","True","True","1204","分析《老人与海》中主人公面对失败时的态度。","Semantic router selected LITERARY with score 0.56, margin 0.06 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"47","LITERARY","literary","LITERARY","literary","0.71","False","True","True","1128","让“她走进空房间”这句话带上一种悬疑感。","Semantic router selected LITERARY with score 0.59, margin 0.02 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"48","LITERARY","literary","LITERARY","literary","0.73","False","True","True","1090","请以第一人称描述多年后回到故乡的感受。","Semantic router selected LITERARY with score 0.58, margin 0.08 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"49","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1097","为校园故事设计两个性格互补的主要人物。","Semantic router selected LITERARY with score 0.62, margin 0.06 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"50","LITERARY","literary","LITERARY","literary","0.73","False","True","True","1053","怎样让一个反派角色显得真实而不是单纯邪恶？","Semantic router selected LITERARY with score 0.6, margin 0.09 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"51","LITERARY","literary","LITERARY","literary","0.71","False","True","True","1354","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","Semantic router selected LITERARY with score 0.57, margin 0.05 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"52","LITERARY","literary","LITERARY","literary","0.77","False","True","True","1207","用克制的语气写一段收到坏消息后的心理活动。","Semantic router selected LITERARY with score 0.69, margin 0.11 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"53","LITERARY","literary","LITERARY","literary","0.83","False","True","True","1500","为科幻故事构思一个出人意料但合理的结局。","Semantic router selected LITERARY with score 0.75, margin 0.23 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"54","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1345","将“今天下雨了，我没有出门”改得更具氛围感。","Semantic router selected LITERARY with score 0.65, margin 0.05 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"55","LITERARY","literary","GENERAL","general","0.73","False","True","False","1050","解释一个故事采用倒叙开场可能产生什么效果。","Semantic router selected GENERAL with score 0.65, margin 0.03 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"56","LITERARY","literary","LITERARY","literary","0.76","False","True","True","1359","请写一段适合作为咖啡店海报标题的短句。","Semantic router selected LITERARY with score 0.65, margin 0.12 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"57","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1095","比较热烈表达和留白表达在情感描写中的差异。","Semantic router selected LITERARY with score 0.61, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"58","LITERARY","literary","LITERARY","literary","0.75","False","True","True","1239","给一篇关于童年夏天的文章拟三个标题。","Semantic router selected LITERARY with score 0.58, margin 0.16 and confidence 0.75; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"59","LITERARY","literary","LITERARY","literary","0.74","False","True","True","1363","以“最后一班车已经开走”为首句继续写一小段。","Semantic router selected LITERARY with score 0.61, margin 0.09 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"60","LITERARY","literary","GENERAL","general","0.72","False","True","False","1187","分析一个角色反复看表这一细节可以暗示什么。","Semantic router selected GENERAL with score 0.62, margin 0.02 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"61","CODING","coding","CODING","coding","0.71","False","True","True","1356","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","Semantic router selected CODING with score 0.6, margin 0.0 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"62","CODING","coding","CODING","coding","0.83","False","True","True","1104","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","Semantic router selected CODING with score 0.75, margin 0.21 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"63","CODING","coding","CODING","coding","0.87","False","True","True","1102","设计一个接口，使客户端可以分页查询历史消息。","Semantic router selected CODING with score 0.83, margin 0.25 and confidence 0.87; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"64","CODING","coding","CODING","coding","0.71","False","True","True","1364","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","Semantic router selected CODING with score 0.6, margin 0.0 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"65","CODING","coding","CODING","coding","0.82","False","True","True","1251","一个查询在数据量变大后越来越慢，应该怎样排查？","Semantic router selected CODING with score 0.8, margin 0.14 and confidence 0.82; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"66","CODING","coding","CODING","coding","0.74","False","True","True","1283","请解释依赖注入为什么有利于单元测试。","Semantic router selected CODING with score 0.63, margin 0.07 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"67","CODING","coding","CODING","coding","0.77","False","True","True","1094","怎样让文件路径校验避免用户访问授权目录之外的位置？","Semantic router selected CODING with score 0.65, margin 0.14 and confidence 0.77; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"68","CODING","coding","CODING","coding","0.79","False","True","True","1361","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","Semantic router selected CODING with score 0.72, margin 0.12 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"69","CODING","coding","DAILY","general","0.72","False","True","False","1592","如何设计可回滚的文件修改操作？","Semantic router selected DAILY with score 0.62, margin 0.0 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"70","CODING","coding","CODING","coding","0.81","False","True","True","1228","请给出一个适合存储聊天消息的表结构。","Semantic router selected CODING with score 0.74, margin 0.15 and confidence 0.81; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"71","CODING","coding","CODING","coding","0.7","False","True","True","1272","为什么在循环中频繁拼接字符串可能影响性能？","Semantic router selected CODING with score 0.56, margin 0.01 and confidence 0.7; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"72","CODING","coding","CODING","coding","0.79","False","True","True","1119","如果第三方接口响应很慢，后端应当设置哪些保护措施？","Semantic router selected CODING with score 0.71, margin 0.15 and confidence 0.79; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"73","CODING","coding","CODING","coding","0.76","False","True","True","1361","怎样测试控制器在请求参数为空时返回正确的错误信息？","Semantic router selected CODING with score 0.65, margin 0.11 and confidence 0.76; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"74","CODING","coding","MATH","math","0.71","False","True","False","1117","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","Semantic router selected MATH with score 0.58, margin 0.01 and confidence 0.71; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
"75","CODING","coding","GENERAL","general","0.68","False","True","False","1363","请说明乐观锁和悲观锁分别适合什么场景。","Semantic router selected GENERAL with score 0.5, margin 0.02 and confidence 0.68; status=ROUTED, reason=ACCEPTED.","","localhost","380d7b1b-fdcc-4465-8225-706563a7676d","False","acaf4f8c-770a-434c-ac68-88ce10b97a8a"
"76","CODING","coding","CODING","coding","0.83","False","True","True","1343","如何把模型供应商的不同调用协议封装成可扩展结构？","Semantic router selected CODING with score 0.76, margin 0.23 and confidence 0.83; status=ROUTED, reason=ACCEPTED.","","localhost","241753cb-0939-43e2-b208-eb765eebd8a4","False","8eae3079-df73-4bc0-a506-d3621af3c59b"
"77","CODING","coding","CODING","coding","0.74","False","True","True","1642","程序读取中文文件后出现乱码，应该检查哪些编码设置？","Semantic router selected CODING with score 0.59, margin 0.1 and confidence 0.74; status=ROUTED, reason=ACCEPTED.","","localhost","cba62a29-dc2b-48c8-8dc0-60be813f46ea","False","87ae4108-ff45-40bc-9aa0-436e3f82136e"
"78","CODING","coding","CODING","coding","0.73","False","True","True","1317","为什么把密钥直接返回给前端是危险的？","Semantic router selected CODING with score 0.6, margin 0.06 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","c4393a35-3ded-471e-b143-ccca61f9635a","False","a24a07c9-0cd6-49cc-ae30-7a1627272891"
"79","CODING","coding","CODING","coding","0.72","False","True","True","1436","设计一个策略，让主路由失败后自动切换到备用方式。","Semantic router selected CODING with score 0.59, margin 0.04 and confidence 0.72; status=ROUTED, reason=ACCEPTED.","","localhost","c7af7dbb-c70b-4815-8ce3-7c6c612998a0","False","bbae0357-f854-452a-9146-88d2758b63fb"
"80","CODING","coding","CODING","coding","0.73","False","True","True","1185","怎样为一个需要审批后才能执行的操作设计状态流转？","Semantic router selected CODING with score 0.64, margin 0.03 and confidence 0.73; status=ROUTED, reason=ACCEPTED.","","localhost","b43a3e76-b4b2-4cfe-9546-4246221f7692","False","fb5acc65-f727-4ef7-9302-40d2313f0aba"
