"Id","ExpectedTask","TopTask","TopTarget","TopSemanticScore","TopKeywordScore","TopFinalScore","SecondTask","SecondFinalScore","Margin","Status","ReasonCode","TopPassed","AcceptedAndPassed","LatencyMs","Question","Error","PSComputerName","RunspaceId","PSShowComputerName","PSSourceJobInstanceId"
"11","GENERAL","DAILY","general","0.565239479439321","0","0.508715531495389","FOLLOWUP","0.438229267809688","0.070486263685701","REJECTED","LOW_CONFIDENCE","False","False","620","为什么良好的睡眠会影响第二天的注意力？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"12","GENERAL","CODING","coding","0.542150699512142","0","0.487935629560928","GENERAL","0.476702197703373","0.0112334318575548","REJECTED","LOW_CONFIDENCE","False","False","567","请说明开源软件通常是怎样运作的。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"13","GENERAL","GENERAL","general","0.5376818486193","0.166666666666667","0.500580330424037","DAILY","0.492671440448609","0.00790888997542766","REJECTED","LOW_CONFIDENCE","True","False","613","给一个刚进入大学的新生三条适应建议。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"14","GENERAL","DAILY","general","0.467303070638653","0","0.420572763574788","GENERAL","0.419203101404838","0.00136966216994999","REJECTED","LOW_CONFIDENCE","False","False","533","太阳能和风能分别适合什么样的使用场景？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"15","GENERAL","FOLLOWUP","last-known","0.571836111565491","0","0.514652500408942","GENERAL","0.486677691617589","0.0279748087913537","REJECTED","LOW_CONFIDENCE","False","False","580","为什么同一件事情会被不同的人理解成不同含义？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"16","GENERAL","GENERAL","general","0.5497831502134","0","0.49480483519206","DAILY","0.473366224780559","0.0214386104115016","REJECTED","LOW_CONFIDENCE","True","False","560","请梳理一次有效沟通通常包含哪些环节。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"17","GENERAL","GENERAL","general","0.608369963959273","0","0.547532967563346","FOLLOWUP","0.50416288766499","0.0433700798983557","REJECTED","LOW_CONFIDENCE","True","False","541","面对两个都不错的选择时，可以怎样做决定？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"18","GENERAL","GENERAL","general","0.493202638235072","0.166666666666667","0.460549041078232","DAILY","0.429877501107591","0.0306715399706404","REJECTED","LOW_CONFIDENCE","True","False","537","用一个生活中的例子解释什么叫机会成本。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"19","GENERAL","GENERAL","general","0.516876265807549","0","0.465188639226794","FOLLOWUP","0.456870455232464","0.0083181839943296","REJECTED","LOW_CONFIDENCE","True","False","547","请客观评价短视频对知识获取的影响。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"20","GENERAL","DAILY","general","0.530815853021029","0","0.477734267718926","FOLLOWUP","0.434078817863631","0.0436554498552951","REJECTED","LOW_CONFIDENCE","False","False","637","如果只能保留一个好习惯，你认为哪个最值得保留？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"21","DAILY","DAILY","general","0.769752954556098","0","0.692777659100488","FOLLOWUP","0.549069271548976","0.143708387551513","ROUTED","ACCEPTED","True","True","537","我明天上午有三门课，下午还要完成作业，怎样安排比较合理？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"22","DAILY","DAILY","general","0.626763650447023","0","0.56408728540232","FOLLOWUP","0.489875222386622","0.0742120630156982","ROUTED","ACCEPTED","True","True","588","帮我把买菜、取快递、洗衣服和复习英语排出先后顺序。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"23","DAILY","DAILY","general","0.67983514999274","0","0.611851634993466","FOLLOWUP","0.527615793466298","0.0842358415271686","ROUTED","ACCEPTED","True","True","575","我总是在睡前刷手机到很晚，怎样逐步调整作息？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"24","DAILY","DAILY","general","0.732363905299657","0","0.659127514769691","FOLLOWUP","0.5190984326768","0.140029082092891","ROUTED","ACCEPTED","True","True","575","下周要考试，但我每天只有两个小时空闲，该如何分配？","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"25","DAILY","DAILY","general","0.721148285980263","0","0.649033457382237","FOLLOWUP","0.523467169311266","0.125566288070971","ROUTED","ACCEPTED","True","True","555","请为我设计一个不超过三十分钟的晨间流程。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"26","DAILY","DAILY","general","0.67745905337231","0","0.609713148035079","FOLLOWUP","0.544605076313228","0.0651080717218503","ROUTED","ACCEPTED","True","True","552","我今晚需要读书、运动和整理房间，先做什么更合适？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"27","DAILY","DAILY","general","0.599236687838967","0","0.539313019055071","GENERAL","0.433989032473447","0.105323986581624","REJECTED","LOW_CONFIDENCE","True","False","542","怎样在一周内养成每天喝足够水的习惯？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"28","DAILY","DAILY","general","0.740636902327578","0","0.66657321209482","FOLLOWUP","0.529905739645556","0.136667472449265","ROUTED","ACCEPTED","True","True","516","周末想兼顾休息和复习，请给出一个轻松的安排。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"29","DAILY","DAILY","general","0.676741964025364","0.166666666666667","0.625734434289494","FOLLOWUP","0.489700476006644","0.13603395828285","ROUTED","ACCEPTED","True","True","473","我容易忘记交作业，有什么简单的提醒办法？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"30","DAILY","DAILY","general","0.677483613512741","0","0.609735252161467","FOLLOWUP","0.546284297188342","0.0634509549731251","ROUTED","ACCEPTED","True","True","600","请把“准备面试”拆成未来五天每天可以完成的小目标。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"31","DAILY","DAILY","general","0.715831210851486","0","0.644248089766337","FOLLOWUP","0.494842654240101","0.149405435526236","ROUTED","ACCEPTED","True","True","582","上午精神最好、晚上容易疲惫，我该怎样分配学习内容？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"32","DAILY","DAILY","general","0.648467934621815","0","0.583621141159633","FOLLOWUP","0.530666019199397","0.0529551219602358","REJECTED","AMBIGUOUS","True","False","540","帮我制定一份宿舍大扫除的执行顺序。","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"33","DAILY","DAILY","general","0.654068306312138","0","0.588661475680925","FOLLOWUP","0.483391985439459","0.105269490241465","ROUTED","ACCEPTED","True","True","498","我每天通勤四十分钟，可以怎样利用这段时间？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"34","DAILY","DAILY","general","0.736803428408309","0","0.663123085567478","FOLLOWUP","0.585291095593394","0.0778319899740847","ROUTED","ACCEPTED","True","True","669","明天下午两点有会议，请安排我之前需要完成的准备事项。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"35","DAILY","DAILY","general","0.696664851109569","0","0.626998365998612","FOLLOWUP","0.507714770838259","0.119283595160353","ROUTED","ACCEPTED","True","True","543","怎样减少拖延，同时又不把一天安排得太紧张？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"36","DAILY","DAILY","general","0.664142241228838","0","0.597728017105954","GENERAL","0.507828079109391","0.0898999379965636","ROUTED","ACCEPTED","True","True","517","请给我一份外出旅行前一天的检查清单。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"37","DAILY","DAILY","general","0.605784560366513","0","0.545206104329861","FOLLOWUP","0.465726964842559","0.079479139487302","REJECTED","LOW_CONFIDENCE","True","False","503","我想坚持每晚阅读二十分钟，应该如何开始？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"38","DAILY","DAILY","general","0.661468281450933","0","0.59532145330584","FOLLOWUP","0.511481839436023","0.0838396138698174","ROUTED","ACCEPTED","True","True","551","这周任务很多，如何区分必须完成和可以推迟的事情？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"39","DAILY","DAILY","general","0.768770181963222","0","0.691893163766899","GENERAL","0.541813208871052","0.150079954895848","ROUTED","ACCEPTED","True","True","551","帮我安排一次持续七天的早起尝试。","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"40","DAILY","DAILY","general","0.697723745816853","0","0.627951371235168","FOLLOWUP","0.545421001764438","0.0825303694707299","ROUTED","ACCEPTED","True","True","550","我希望今晚十一点前睡觉，请倒推出晚上的活动顺序。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"41","LITERARY","LITERARY","literary","0.546062913474525","0","0.491456622127072","FOLLOWUP","0.447618111905068","0.0438385102220047","REJECTED","LOW_CONFIDENCE","True","False","555","把“夕阳落在旧屋顶上”扩写成一段有画面感的描写。","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"42","LITERARY","LITERARY","literary","0.570397235321186","0","0.513357511789067","DAILY","0.45968183619887","0.0536756755901975","REJECTED","LOW_CONFIDENCE","True","False","501","请为一个发生在雨夜车站的故事设计开头。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"43","LITERARY","LITERARY","literary","0.676400445556251","0","0.608760401000626","FOLLOWUP","0.529955476560802","0.0788049244398243","ROUTED","ACCEPTED","True","True","561","这段话读起来太平淡，怎样让情绪更含蓄而有力量？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"44","LITERARY","LITERARY","literary","0.545154858676076","0","0.490639372808469","FOLLOWUP","0.460102676451811","0.030536696356658","REJECTED","LOW_CONFIDENCE","True","False","564","写四行文字表达离别，但不要直接出现“离开”二字。","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"45","LITERARY","LITERARY","literary","0.493139371255173","0","0.443825434129656","FOLLOWUP","0.372803319545307","0.0710221145843483","REJECTED","LOW_CONFIDENCE","True","False","539","为一间临河的小书店取一个富有意境的名字。","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"46","LITERARY","LITERARY","literary","0.538871241664744","0","0.484984117498269","FOLLOWUP","0.426662203693655","0.0583219138046145","REJECTED","LOW_CONFIDENCE","True","False","528","分析《老人与海》中主人公面对失败时的态度。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"47","LITERARY","GENERAL","general","0.536059854219953","0","0.482453868797958","LITERARY","0.481811885904579","0.00064198289337869","REJECTED","LOW_CONFIDENCE","False","False","550","让“她走进空房间”这句话带上一种悬疑感。","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"48","LITERARY","FOLLOWUP","last-known","0.485497004264135","0","0.436947303837721","GENERAL","0.428699007499037","0.00824829633868418","REJECTED","LOW_CONFIDENCE","False","False","571","请以第一人称描述多年后回到故乡的感受。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"49","LITERARY","LITERARY","literary","0.571148991972409","0","0.514034092775168","DAILY","0.428372013695285","0.0856620790798822","REJECTED","LOW_CONFIDENCE","True","False","526","为校园故事设计两个性格互补的主要人物。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"50","LITERARY","LITERARY","literary","0.484234573700901","0","0.435811116330811","FOLLOWUP","0.390809593274565","0.0450015230562459","REJECTED","LOW_CONFIDENCE","True","False","484","怎样让一个反派角色显得真实而不是单纯邪恶？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"51","LITERARY","LITERARY","literary","0.555360043419101","0","0.499824039077191","GENERAL","0.453099283605952","0.0467247554712387","REJECTED","LOW_CONFIDENCE","True","False","560","请评价这句话的节奏：“风穿过长巷，灯一盏盏熄灭。”","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"52","LITERARY","LITERARY","literary","0.525532545032872","0","0.472979290529585","FOLLOWUP","0.469581831127523","0.00339745940206165","REJECTED","LOW_CONFIDENCE","True","False","537","用克制的语气写一段收到坏消息后的心理活动。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"53","LITERARY","LITERARY","literary","0.599296413198743","0","0.539366771878869","GENERAL","0.45403623565469","0.0853305362241787","REJECTED","LOW_CONFIDENCE","True","False","535","为科幻故事构思一个出人意料但合理的结局。","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"54","LITERARY","FOLLOWUP","last-known","0.598708967415304","0","0.538838070673773","DAILY","0.52114851990913","0.0176895507646428","REJECTED","LOW_CONFIDENCE","False","False","551","将“今天下雨了，我没有出门”改得更具氛围感。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"55","LITERARY","LITERARY","literary","0.568847598731315","0","0.511962838858184","FOLLOWUP","0.462205144427226","0.0497576944309575","REJECTED","LOW_CONFIDENCE","True","False","524","解释一个故事采用倒叙开场可能产生什么效果。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"56","LITERARY","LITERARY","literary","0.556283305752263","0","0.500654975177036","FOLLOWUP","0.46383232587909","0.0368226492979464","REJECTED","LOW_CONFIDENCE","True","False","520","请写一段适合作为咖啡店海报标题的短句。","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"57","LITERARY","LITERARY","literary","0.533589331979056","0","0.48023039878115","FOLLOWUP","0.44701915992861","0.0332112388525404","REJECTED","LOW_CONFIDENCE","True","False","509","比较热烈表达和留白表达在情感描写中的差异。","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"58","LITERARY","LITERARY","literary","0.493321615729881","0","0.443989454156893","FOLLOWUP","0.380594121282677","0.0633953328742163","REJECTED","LOW_CONFIDENCE","True","False","557","给一篇关于童年夏天的文章拟三个标题。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"59","LITERARY","FOLLOWUP","last-known","0.566426816941971","0.125","0.522284135247774","LITERARY","0.449641390395211","0.0726427448525628","REJECTED","LOW_CONFIDENCE","False","False","578","以“最后一班车已经开走”为首句继续写一小段。","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"60","LITERARY","FOLLOWUP","last-known","0.560772629874157","0","0.504695366886741","LITERARY","0.477969289348436","0.0267260775383048","REJECTED","LOW_CONFIDENCE","False","False","584","分析一个角色反复看表这一细节可以暗示什么。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"61","CODING","CODING","coding","0.562710406461355","0","0.506439365815219","FOLLOWUP","0.499188234317371","0.0072511314978484","REJECTED","LOW_CONFIDENCE","True","False","511","一个服务启动后立刻退出，却没有明显报错，应该从哪些方向定位？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"62","CODING","CODING","coding","0.618980706263911","0","0.55708263563752","FOLLOWUP","0.455869850382438","0.101212785255082","REJECTED","LOW_CONFIDENCE","True","False","545","为什么对象明明已经创建，调用方法时仍可能出现空指针异常？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"63","CODING","CODING","coding","0.597115358476124","0.111111111111111","0.548514933739622","DAILY","0.471761960312831","0.0767529734267915","REJECTED","LOW_CONFIDENCE","True","False","558","设计一个接口，使客户端可以分页查询历史消息。","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"64","CODING","CODING","coding","0.577534824840348","0","0.519781342356313","FOLLOWUP","0.48043816126927","0.0393431810870428","REJECTED","LOW_CONFIDENCE","True","False","511","两个线程同时修改同一条记录时，怎样避免数据互相覆盖？","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"65","CODING","CODING","coding","0.628816310415623","0","0.565934679374061","FOLLOWUP","0.517229952905125","0.0487047264689359","REJECTED","AMBIGUOUS","True","False","522","一个查询在数据量变大后越来越慢，应该怎样排查？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"66","CODING","CODING","coding","0.537128243352953","0","0.483415419017658","GENERAL","0.439866017650604","0.0435494013670538","REJECTED","LOW_CONFIDENCE","True","False","552","请解释依赖注入为什么有利于单元测试。","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"67","CODING","CODING","coding","0.51524810322511","0","0.463723292902599","FOLLOWUP","0.433398341739496","0.0303249511631031","REJECTED","LOW_CONFIDENCE","True","False","560","怎样让文件路径校验避免用户访问授权目录之外的位置？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"68","CODING","CODING","coding","0.646571317797242","0","0.581914186017518","FOLLOWUP","0.525093575699145","0.0568206103183724","REJECTED","AMBIGUOUS","True","False","563","一个请求偶尔返回 500，但重新请求又成功，如何定位原因？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"69","CODING","CODING","coding","0.581030953785325","0","0.522927858406792","FOLLOWUP","0.518114553937711","0.00481330446908124","REJECTED","LOW_CONFIDENCE","True","False","503","如何设计可回滚的文件修改操作？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"70","CODING","DAILY","general","0.571551974753585","0","0.514396777278227","CODING","0.508704315267071","0.00569246201115603","REJECTED","LOW_CONFIDENCE","False","False","609","请给出一个适合存储聊天消息的表结构。","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"71","CODING","CODING","coding","0.548230445120799","0","0.493407400608719","FOLLOWUP","0.460690392350874","0.0327170082578447","REJECTED","LOW_CONFIDENCE","True","False","567","为什么在循环中频繁拼接字符串可能影响性能？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"72","CODING","CODING","coding","0.590451349262264","0.111111111111111","0.542517325447149","FOLLOWUP","0.470812693356267","0.0717046320908815","REJECTED","LOW_CONFIDENCE","True","False","567","如果第三方接口响应很慢，后端应当设置哪些保护措施？","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"73","CODING","CODING","coding","0.61280787781444","0","0.551527090032996","FOLLOWUP","0.423867476994505","0.127659613038491","REJECTED","LOW_CONFIDENCE","True","False","558","怎样测试控制器在请求参数为空时返回正确的错误信息？","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"74","CODING","CODING","coding","0.53229481027761","0","0.479065329249849","GENERAL","0.452391003469082","0.0266743257807669","REJECTED","LOW_CONFIDENCE","True","False","540","一个事务方法内部调用另一个事务方法时可能遇到什么问题？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"75","CODING","GENERAL","general","0.458044348800802","0","0.412239913920722","LITERARY","0.401849930347265","0.0103899835734564","REJECTED","LOW_CONFIDENCE","False","False","611","请说明乐观锁和悲观锁分别适合什么场景。","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
"76","CODING","CODING","coding","0.547632131414167","0","0.49286891827275","FOLLOWUP","0.41525505183313","0.0776138664396202","REJECTED","LOW_CONFIDENCE","True","False","590","如何把模型供应商的不同调用协议封装成可扩展结构？","","localhost","e369645d-c2c1-47b6-9c12-6d50143115f1","False","024ae024-8d4e-4bfa-a73e-52527fdb120a"
"77","CODING","CODING","coding","0.579300220075336","0","0.521370198067803","FOLLOWUP","0.477454950727365","0.0439152473404381","REJECTED","LOW_CONFIDENCE","True","False","599","程序读取中文文件后出现乱码，应该检查哪些编码设置？","","localhost","470c5cc0-36a1-41c2-a38a-6952fdcc453f","False","5e248c14-219b-48d2-ae5c-8fbbec2726d9"
"78","CODING","CODING","coding","0.547007374476695","0","0.492306637029026","FOLLOWUP","0.440784726735483","0.0515219102935423","REJECTED","LOW_CONFIDENCE","True","False","524","为什么把密钥直接返回给前端是危险的？","","localhost","fddae35d-a8db-409a-8d27-0ee17bdc9951","False","4364d20c-ebeb-46e3-89bf-6d52a29472f4"
"79","CODING","CODING","coding","0.565373201562833","0","0.50883588140655","DAILY","0.474992565653662","0.0338433157528873","REJECTED","LOW_CONFIDENCE","True","False","626","设计一个策略，让主路由失败后自动切换到备用方式。","","localhost","95700ca5-e30e-4738-880d-641f9b70eb81","False","e7982cd0-f337-47cb-bd38-75132fae8773"
"80","CODING","CODING","coding","0.577477089857479","0","0.519729380871731","DAILY","0.48604007313576","0.0336893077359714","REJECTED","LOW_CONFIDENCE","True","False","621","怎样为一个需要审批后才能执行的操作设计状态流转？","","localhost","854f13c8-05b3-497d-aab1-8d8b83f7113e","False","68ea019a-cf2d-436a-9950-94d93a794d28"
"81","MATH","MATH","math","0.496151012715105","0","0.446535911443595","FOLLOWUP","0.418723553429964","0.0278123580136306","REJECTED","LOW_CONFIDENCE","True","False","605","连续抛三次硬币，恰好两次正面朝上的可能性是多少？","","localhost","5d1b9f1e-2c45-4c11-98df-241adf4f30ae","False","71eb4031-5d04-4894-9034-48e84d95e30f"
